# SEDust -- size-integrated scattering matrix,
# randomly oriented DH21 astrodust spheroids.
#   P = 0.20, f_Fe = 0.00, axis ratio b/a = 1.4 (oblate)
#   size distribution: data/release/size_distribution.dat,
#     astrodust column, C_sca-weighted average over sizes.
#
# Randomly oriented particles with a plane of symmetry have
# six independent scattering-matrix elements:
#     [ F11  F12   0    0  ]
#     [ F12  F22   0    0  ]
#     [  0    0   F33  F34 ]
#     [  0    0  -F34  F44 ]
# Theta is the scattering angle in degrees, 0 = forward.
#
# Normalization (Mishchenko/Hovenier, as produced by MATR):
#   (1/2) * integral_{-1}^{+1} F11 d(cos Theta) = 1,
#   so F11 = 1 everywhere for isotropic scattering.
#   F22, F33, F44, F12, F34 are NOT divided by F11.
#   Degree of linear polarization for unpolarized incident
#   light is -F12/F11.  Multiply F_ij by C_sca (given per
#   block, in um^2 per H) to recover absolute units.
#
# Blocks are separated by a "# lambda =" line; each block
# has 181 rows at Theta = 0, 1, ..., 180 degrees.
#
#
# lambda [um]   =   3.6000000E-01
# m =   1.5779682E+00  + i   5.7513181E-02
# Cext/H [um^2] =   3.8237541E-14
# Csca/H [um^2] =   2.8539133E-14
# albedo        =   7.4636422E-01
# g = a1(2)/3   =   7.1120467E-01
# g (Csca-wtd single-size, cross-check) =   7.1120467E-01
# Lmax          = 122
# alpha_1(0) (exactly 1 by construction) =   1.00000000165071E+00
# (1/2)int F11 dcos on this 1-deg grid   =   1.0003496E+00
#   (differs from 1 only by trapezoid error on the
#    forward peak; alpha_1(0) is the exact statement)
# van der Mee & Hovenier test: SATISFIED
# size bins: small-x limit 44, large-x limit 10, T-matrix failures redirected 0
#   Theta[deg]          F11            F22            F33            F44            F12            F34
     32.00   3.682669E+00   3.671493E+00   3.627641E+00   3.621573E+00  -1.211487E-01   3.731020E-01
     33.00   3.502801E+00   3.491741E+00   3.445294E+00   3.439461E+00  -1.231919E-01   3.708409E-01
     34.00   3.330648E+00   3.319706E+00   3.270703E+00   3.265099E+00  -1.249854E-01   3.676813E-01
     35.00   3.166097E+00   3.155274E+00   3.103763E+00   3.098382E+00  -1.265363E-01   3.637037E-01
     36.00   3.009004E+00   2.998300E+00   2.944335E+00   2.939172E+00  -1.278524E-01   3.589878E-01
     37.00   2.859196E+00   2.848610E+00   2.792253E+00   2.787301E+00  -1.289426E-01   3.536109E-01
     38.00   2.716479E+00   2.706011E+00   2.647328E+00   2.642582E+00  -1.298162E-01   3.476477E-01
     39.00   2.580641E+00   2.570290E+00   2.509354E+00   2.504808E+00  -1.304829E-01   3.411699E-01
     40.00   2.451459E+00   2.441224E+00   2.378108E+00   2.373756E+00  -1.309530E-01   3.342455E-01
     41.00   2.328697E+00   2.318578E+00   2.253359E+00   2.249197E+00  -1.312367E-01   3.269386E-01
     42.00   2.212117E+00   2.202111E+00   2.134869E+00   2.130891E+00  -1.313446E-01   3.193094E-01
     43.00   2.101474E+00   2.091580E+00   2.022395E+00   2.018595E+00  -1.312871E-01   3.114140E-01
     44.00   1.996522E+00   1.986739E+00   1.915692E+00   1.912065E+00  -1.310744E-01   3.033046E-01
     45.00   1.897018E+00   1.887344E+00   1.814514E+00   1.811056E+00  -1.307168E-01   2.950289E-01
     46.00   1.802718E+00   1.793150E+00   1.718620E+00   1.715326E+00  -1.302242E-01   2.866310E-01
     47.00   1.713384E+00   1.703921E+00   1.627768E+00   1.624633E+00  -1.296063E-01   2.781508E-01
     48.00   1.628783E+00   1.619422E+00   1.541724E+00   1.538745E+00  -1.288725E-01   2.696249E-01
     49.00   1.548686E+00   1.539425E+00   1.460258E+00   1.457429E+00  -1.280317E-01   2.610859E-01
     50.00   1.472872E+00   1.463708E+00   1.383147E+00   1.380464E+00  -1.270928E-01   2.525633E-01
     51.00   1.401126E+00   1.392056E+00   1.310172E+00   1.307633E+00  -1.260640E-01   2.440834E-01
     52.00   1.333241E+00   1.324264E+00   1.241126E+00   1.238725E+00  -1.249533E-01   2.356693E-01
     53.00   1.269018E+00   1.260130E+00   1.175805E+00   1.173540E+00  -1.237681E-01   2.273416E-01
     54.00   1.208266E+00   1.199465E+00   1.114016E+00   1.111883E+00  -1.225156E-01   2.191181E-01
     55.00   1.150802E+00   1.142084E+00   1.055572E+00   1.053568E+00  -1.212026E-01   2.110143E-01
     56.00   1.096449E+00   1.087812E+00   1.000296E+00   9.984174E-01  -1.198353E-01   2.030436E-01
     57.00   1.045042E+00   1.036483E+00   9.480160E-01   9.462606E-01  -1.184198E-01   1.952171E-01
     58.00   9.964194E-01   9.879354E-01   8.985708E-01   8.969355E-01  -1.169617E-01   1.875444E-01
     59.00   9.504304E-01   9.420186E-01   8.518053E-01   8.502874E-01  -1.154660E-01   1.800332E-01
     60.00   9.069307E-01   8.985880E-01   8.075721E-01   8.061692E-01  -1.139377E-01   1.726897E-01
     61.00   8.657832E-01   8.575067E-01   7.657315E-01   7.644410E-01  -1.123812E-01   1.655188E-01
     62.00   8.268579E-01   8.186447E-01   7.261506E-01   7.249704E-01  -1.108006E-01   1.585240E-01
     63.00   7.900318E-01   7.818788E-01   6.887034E-01   6.876314E-01  -1.091999E-01   1.517080E-01
     64.00   7.551883E-01   7.470925E-01   6.532707E-01   6.523048E-01  -1.075826E-01   1.450722E-01
     65.00   7.222169E-01   7.141754E-01   6.197395E-01   6.188778E-01  -1.059518E-01   1.386173E-01
     66.00   6.910136E-01   6.830233E-01   5.880029E-01   5.872436E-01  -1.043106E-01   1.323431E-01
     67.00   6.614796E-01   6.535376E-01   5.579598E-01   5.573013E-01  -1.026617E-01   1.262488E-01
     68.00   6.335219E-01   6.256251E-01   5.295147E-01   5.289553E-01  -1.010075E-01   1.203329E-01
     69.00   6.070526E-01   5.991981E-01   5.025774E-01   5.021157E-01  -9.935050E-02   1.145935E-01
     70.00   5.819888E-01   5.741736E-01   4.770627E-01   4.766972E-01  -9.769259E-02   1.090282E-01
     71.00   5.582522E-01   5.504734E-01   4.528901E-01   4.526195E-01  -9.603570E-02   1.036341E-01
     72.00   5.357691E-01   5.280237E-01   4.299838E-01   4.298069E-01  -9.438154E-02   9.840825E-02
     73.00   5.144699E-01   5.067549E-01   4.082722E-01   4.081879E-01  -9.273163E-02   9.334711E-02
     74.00   4.942891E-01   4.866016E-01   3.876878E-01   3.876950E-01  -9.108736E-02   8.844710E-02
     75.00   4.751648E-01   4.675020E-01   3.681670E-01   3.682647E-01  -8.944995E-02   8.370441E-02
     76.00   4.570390E-01   4.493978E-01   3.496498E-01   3.498371E-01  -8.782050E-02   7.911510E-02
     77.00   4.398566E-01   4.322343E-01   3.320797E-01   3.323556E-01  -8.619994E-02   7.467513E-02
     78.00   4.235661E-01   4.159597E-01   3.154033E-01   3.157672E-01  -8.458911E-02   7.038038E-02
     79.00   4.081188E-01   4.005255E-01   2.995705E-01   3.000214E-01  -8.298872E-02   6.622669E-02
     80.00   3.934688E-01   3.858859E-01   2.845338E-01   2.850712E-01  -8.139935E-02   6.220988E-02
     81.00   3.795729E-01   3.719976E-01   2.702488E-01   2.708719E-01  -7.982149E-02   5.832577E-02
     82.00   3.663905E-01   3.588200E-01   2.566732E-01   2.573816E-01  -7.825552E-02   5.457020E-02
     83.00   3.538832E-01   3.463148E-01   2.437676E-01   2.445605E-01  -7.670174E-02   5.093904E-02
     84.00   3.420148E-01   3.344459E-01   2.314944E-01   2.323715E-01  -7.516034E-02   4.742822E-02
     85.00   3.307514E-01   3.231793E-01   2.198186E-01   2.207792E-01  -7.363145E-02   4.403371E-02
     86.00   3.200609E-01   3.124831E-01   2.087068E-01   2.097506E-01  -7.211512E-02   4.075155E-02
     87.00   3.099130E-01   3.023270E-01   1.981277E-01   1.992541E-01  -7.061132E-02   3.757788E-02
     88.00   3.002792E-01   2.926825E-01   1.880518E-01   1.892604E-01  -6.911996E-02   3.450889E-02
     89.00   2.911328E-01   2.835229E-01   1.784511E-01   1.797414E-01  -6.764090E-02   3.154088E-02
     90.00   2.824483E-01   2.748230E-01   1.692992E-01   1.706710E-01  -6.617395E-02   2.867025E-02
     91.00   2.742019E-01   2.665588E-01   1.605714E-01   1.620240E-01  -6.471886E-02   2.589347E-02
     92.00   2.663710E-01   2.587080E-01   1.522441E-01   1.537772E-01  -6.327535E-02   2.320715E-02
     93.00   2.589344E-01   2.512494E-01   1.442952E-01   1.459083E-01  -6.184308E-02   2.060799E-02
     94.00   2.518720E-01   2.441629E-01   1.367036E-01   1.383962E-01  -6.042168E-02   1.809280E-02
     95.00   2.451649E-01   2.374298E-01   1.294495E-01   1.312212E-01  -5.901075E-02   1.565851E-02
     96.00   2.387951E-01   2.310323E-01   1.225143E-01   1.243645E-01  -5.760985E-02   1.330218E-02
     97.00   2.327459E-01   2.249536E-01   1.158802E-01   1.178082E-01  -5.621851E-02   1.102096E-02
     98.00   2.270011E-01   2.191778E-01   1.095304E-01   1.115356E-01  -5.483624E-02   8.812159E-03
     99.00   2.215458E-01   2.136900E-01   1.034491E-01   1.055306E-01  -5.346249E-02   6.673191E-03
    100.00   2.163656E-01   2.084761E-01   9.762108E-02   9.977808E-02  -5.209673E-02   4.601605E-03
    101.00   2.114469E-01   2.035227E-01   9.203219E-02   9.426372E-02  -5.073838E-02   2.595078E-03
    102.00   2.067771E-01   1.988171E-01   8.666883E-02   8.897383E-02  -4.938684E-02   6.514203E-04
    103.00   2.023438E-01   1.943475E-01   8.151816E-02   8.389540E-02  -4.804151E-02  -1.231424E-03
    104.00   1.981356E-01   1.901024E-01   7.656793E-02   7.901605E-02  -4.670176E-02  -3.055376E-03
    105.00   1.941416E-01   1.860712E-01   7.180651E-02   7.432397E-02  -4.536696E-02  -4.822217E-03
    106.00   1.903512E-01   1.822437E-01   6.722280E-02   6.980790E-02  -4.403648E-02  -6.533589E-03
    107.00   1.867547E-01   1.786102E-01   6.280624E-02   6.545708E-02  -4.270966E-02  -8.190994E-03
    108.00   1.833425E-01   1.751616E-01   5.854675E-02   6.126119E-02  -4.138588E-02  -9.795786E-03
    109.00   1.801056E-01   1.718891E-01   5.443466E-02   5.721035E-02  -4.006450E-02  -1.134917E-02
    110.00   1.770355E-01   1.687845E-01   5.046077E-02   5.329509E-02  -3.874489E-02  -1.285221E-02
    111.00   1.741239E-01   1.658399E-01   4.661623E-02   4.950630E-02  -3.742645E-02  -1.430580E-02
    112.00   1.713628E-01   1.630477E-01   4.289257E-02   4.583520E-02  -3.610858E-02  -1.571070E-02
    113.00   1.687448E-01   1.604008E-01   3.928166E-02   4.227335E-02  -3.479071E-02  -1.706748E-02
    114.00   1.662625E-01   1.578923E-01   3.577566E-02   3.881257E-02  -3.347232E-02  -1.837657E-02
    115.00   1.639089E-01   1.555156E-01   3.236705E-02   3.544498E-02  -3.215289E-02  -1.963823E-02
    116.00   1.616772E-01   1.532644E-01   2.904857E-02   3.216295E-02  -3.083196E-02  -2.085253E-02
    117.00   1.595610E-01   1.511326E-01   2.581321E-02   2.895906E-02  -2.950911E-02  -2.201938E-02
    118.00   1.575538E-01   1.491145E-01   2.265419E-02   2.582614E-02  -2.818401E-02  -2.313852E-02
    119.00   1.556495E-01   1.472043E-01   1.956498E-02   2.275720E-02  -2.685635E-02  -2.420949E-02
    120.00   1.538421E-01   1.453967E-01   1.653923E-02   1.974546E-02  -2.552592E-02  -2.523164E-02
    121.00   1.521257E-01   1.436863E-01   1.357079E-02   1.678432E-02  -2.419262E-02  -2.620416E-02
    122.00   1.504948E-01   1.420681E-01   1.065370E-02   1.386736E-02  -2.285641E-02  -2.712604E-02
    123.00   1.489436E-01   1.405370E-01   7.782189E-03   1.098835E-02  -2.151741E-02  -2.799605E-02
    124.00   1.474669E-01   1.390883E-01   4.950635E-03   8.141221E-03  -2.017583E-02  -2.881281E-02
    125.00   1.460592E-01   1.377172E-01   2.153595E-03   5.320094E-03  -1.883205E-02  -2.957473E-02
    126.00   1.447153E-01   1.364190E-01  -6.142085E-04   2.519275E-03  -1.748660E-02  -3.028004E-02
    127.00   1.434302E-01   1.351891E-01  -3.357889E-03  -2.667345E-04  -1.614020E-02  -3.092678E-02
    128.00   1.421988E-01   1.340232E-01  -6.082391E-03  -3.043222E-03  -1.479376E-02  -3.151281E-02
    129.00   1.410163E-01   1.329168E-01  -8.792484E-03  -5.815245E-03  -1.344840E-02  -3.203584E-02
    130.00   1.398779E-01   1.318656E-01  -1.149275E-02  -8.587614E-03  -1.210547E-02  -3.249342E-02
    131.00   1.387791E-01   1.308654E-01  -1.418760E-02  -1.136486E-02  -1.076656E-02  -3.288296E-02
    132.00   1.377155E-01   1.299120E-01  -1.688120E-02  -1.415121E-02  -9.433553E-03  -3.320176E-02
    133.00   1.366828E-01   1.290014E-01  -1.957751E-02  -1.695056E-02  -8.108580E-03  -3.344702E-02
    134.00   1.356770E-01   1.281297E-01  -2.228025E-02  -1.976639E-02  -6.794079E-03  -3.361590E-02
    135.00   1.346943E-01   1.272929E-01  -2.499286E-02  -2.260178E-02  -5.492795E-03  -3.370553E-02
    136.00   1.337314E-01   1.264874E-01  -2.771846E-02  -2.545934E-02  -4.207783E-03  -3.371308E-02
    137.00   1.327851E-01   1.257098E-01  -3.045988E-02  -2.834113E-02  -2.942419E-03  -3.363580E-02
    138.00   1.318528E-01   1.249565E-01  -3.321955E-02  -3.124864E-02  -1.700400E-03  -3.347107E-02
    139.00   1.309321E-01   1.242247E-01  -3.599949E-02  -3.418271E-02  -4.857366E-04  -3.321650E-02
    140.00   1.300215E-01   1.235116E-01  -3.880128E-02  -3.714346E-02   6.972549E-04  -3.286998E-02
    141.00   1.291199E-01   1.228146E-01  -4.162602E-02  -4.013027E-02   1.843974E-03  -3.242980E-02
    142.00   1.282267E-01   1.221317E-01  -4.447426E-02  -4.314167E-02   2.949562E-03  -3.189470E-02
    143.00   1.273425E-01   1.214614E-01  -4.734596E-02  -4.617534E-02   4.008939E-03  -3.126402E-02
    144.00   1.264683E-01   1.208027E-01  -5.024046E-02  -4.922800E-02   5.016848E-03  -3.053776E-02
    145.00   1.256062E-01   1.201550E-01  -5.315644E-02  -5.229542E-02   5.967915E-03  -2.971674E-02
    146.00   1.247593E-01   1.195187E-01  -5.609186E-02  -5.537237E-02   6.856719E-03  -2.880266E-02
    147.00   1.239315E-01   1.188946E-01  -5.904395E-02  -5.845260E-02   7.677864E-03  -2.779825E-02
    148.00   1.231279E-01   1.182844E-01  -6.200919E-02  -6.152888E-02   8.426079E-03  -2.670733E-02
    149.00   1.223547E-01   1.176907E-01  -6.498328E-02  -6.459297E-02   9.096310E-03  -2.553495E-02
    150.00   1.216190E-01   1.171169E-01  -6.796114E-02  -6.763573E-02   9.683838E-03  -2.428738E-02
    151.00   1.209289E-01   1.165672E-01  -7.093694E-02  -7.064715E-02   1.018439E-02  -2.297225E-02
    152.00   1.202935E-01   1.160466E-01  -7.390413E-02  -7.361649E-02   1.059425E-02  -2.159848E-02
    153.00   1.197224E-01   1.155609E-01  -7.685546E-02  -7.653240E-02   1.091042E-02  -2.017631E-02
    154.00   1.192262E-01   1.151167E-01  -7.978309E-02  -7.938309E-02   1.113068E-02  -1.871722E-02
    155.00   1.188154E-01   1.147210E-01  -8.267861E-02  -8.215652E-02   1.125378E-02  -1.723382E-02
    156.00   1.185008E-01   1.143811E-01  -8.553321E-02  -8.484064E-02   1.127948E-02  -1.573967E-02
    157.00   1.182929E-01   1.141046E-01  -8.833776E-02  -8.742361E-02   1.120867E-02  -1.424908E-02
    158.00   1.182014E-01   1.138989E-01  -9.108291E-02  -8.989411E-02   1.104345E-02  -1.277686E-02
    159.00   1.182350E-01   1.137709E-01  -9.375931E-02  -9.224155E-02   1.078718E-02  -1.133794E-02
    160.00   1.184007E-01   1.137268E-01  -9.635770E-02  -9.445641E-02   1.044449E-02  -9.947062E-03
    161.00   1.187036E-01   1.137717E-01  -9.886907E-02  -9.653046E-02   1.002130E-02  -8.618361E-03
    162.00   1.191463E-01   1.139091E-01  -1.012848E-01  -9.845702E-02   9.524739E-03  -7.364947E-03
    163.00   1.197284E-01   1.141408E-01  -1.035969E-01  -1.002312E-01   8.963134E-03  -6.198489E-03
    164.00   1.204463E-01   1.144662E-01  -1.057979E-01  -1.018501E-01   8.345872E-03  -5.128815E-03
    165.00   1.212926E-01   1.148824E-01  -1.078813E-01  -1.033128E-01   7.683277E-03  -4.163544E-03
    166.00   1.222563E-01   1.153839E-01  -1.098413E-01  -1.046205E-01   6.986451E-03  -3.307788E-03
    167.00   1.233223E-01   1.159622E-01  -1.116731E-01  -1.057767E-01   6.267096E-03  -2.563933E-03
    168.00   1.244721E-01   1.166062E-01  -1.133728E-01  -1.067867E-01   5.537308E-03  -1.931526E-03
    169.00   1.256833E-01   1.173020E-01  -1.149376E-01  -1.076578E-01   4.809366E-03  -1.407279E-03
    170.00   1.269306E-01   1.180334E-01  -1.163653E-01  -1.083989E-01   4.095516E-03  -9.852105E-04
    171.00   1.281860E-01   1.187821E-01  -1.176548E-01  -1.090203E-01   3.407751E-03  -6.569105E-04
    172.00   1.294200E-01   1.195284E-01  -1.188055E-01  -1.095331E-01   2.757600E-03  -4.119447E-04
    173.00   1.306020E-01   1.202516E-01  -1.198176E-01  -1.099491E-01   2.155927E-03  -2.383673E-04
    174.00   1.317017E-01   1.209309E-01  -1.206917E-01  -1.102800E-01   1.612753E-03  -1.233314E-04
    175.00   1.326898E-01   1.215460E-01  -1.214286E-01  -1.105373E-01   1.137085E-03  -5.376125E-05
    176.00   1.335395E-01   1.220783E-01  -1.220295E-01  -1.107315E-01   7.367799E-04  -1.705267E-05
    177.00   1.342269E-01   1.225111E-01  -1.224955E-01  -1.108721E-01   4.184249E-04  -1.761682E-06
    178.00   1.347326E-01   1.228306E-01  -1.228274E-01  -1.109668E-01   1.872388E-04   1.760949E-06
    179.00   1.350420E-01   1.230265E-01  -1.230263E-01  -1.110212E-01   4.700121E-05   8.277362E-07
    180.00   1.351461E-01   1.230925E-01  -1.230925E-01  -1.110389E-01   0.000000E+00   0.000000E+00
#
# lambda [um]   =   6.4000000E-01
# m =   1.5726000E+00  + i   5.7738046E-02
# Cext/H [um^2] =   2.2809710E-14
# Csca/H [um^2] =   1.7240027E-14
# albedo        =   7.5581964E-01
# g = a1(2)/3   =   6.4503128E-01
# g (Csca-wtd single-size, cross-check) =   6.4503128E-01
# Lmax          = 122
# alpha_1(0) (exactly 1 by construction) =   1.00000000163890E+00
# (1/2)int F11 dcos on this 1-deg grid   =   1.0001730E+00
#   (differs from 1 only by trapezoid error on the
#    forward peak; alpha_1(0) is the exact statement)
# van der Mee & Hovenier test: SATISFIED
# size bins: small-x limit 54, large-x limit 0, T-matrix failures redirected 0
#   Theta[deg]          F11            F22            F33            F44            F12            F34
      0.00   8.667529E+00   8.654257E+00   8.654257E+00   8.640985E+00   0.000000E+00   0.000000E+00
      1.00   8.658531E+00   8.645260E+00   8.645260E+00   8.631998E+00  -3.411931E-04   9.841060E-04
      2.00   8.631621E+00   8.618353E+00   8.618351E+00   8.605119E+00  -1.361122E-03   3.920706E-03
      3.00   8.587047E+00   8.573784E+00   8.573776E+00   8.560594E+00  -3.048908E-03   8.763080E-03
      4.00   8.525218E+00   8.511963E+00   8.511937E+00   8.498826E+00  -5.386661E-03   1.543479E-02
      5.00   8.446696E+00   8.433450E+00   8.433388E+00   8.420365E+00  -8.349829E-03   2.383176E-02
      6.00   8.352179E+00   8.338945E+00   8.338819E+00   8.325903E+00  -1.190768E-02   3.382504E-02
      7.00   8.242495E+00   8.229276E+00   8.229045E+00   8.216255E+00  -1.602387E-02   4.526416E-02
      8.00   8.118579E+00   8.105378E+00   8.104992E+00   8.092343E+00  -2.065715E-02   5.798093E-02
      9.00   7.981461E+00   7.968280E+00   7.967676E+00   7.955184E+00  -2.576206E-02   7.179349E-02
     10.00   7.832243E+00   7.819086E+00   7.818188E+00   7.805867E+00  -3.128976E-02   8.651053E-02
     11.00   7.672083E+00   7.658953E+00   7.657673E+00   7.645537E+00  -3.718882E-02   1.019355E-01
     12.00   7.502175E+00   7.489076E+00   7.487316E+00   7.475377E+00  -4.340604E-02   1.178705E-01
     13.00   7.323734E+00   7.310669E+00   7.308319E+00   7.296588E+00  -4.988727E-02   1.341204E-01
     14.00   7.137973E+00   7.124947E+00   7.121890E+00   7.110377E+00  -5.657815E-02   1.504957E-01
     15.00   6.946096E+00   6.933111E+00   6.929223E+00   6.917936E+00  -6.342483E-02   1.668162E-01
     16.00   6.749276E+00   6.736337E+00   6.731487E+00   6.720433E+00  -7.037463E-02   1.829129E-01
     17.00   6.548648E+00   6.535759E+00   6.529813E+00   6.518999E+00  -7.737665E-02   1.986302E-01
     18.00   6.345295E+00   6.332461E+00   6.325285E+00   6.314715E+00  -8.438224E-02   2.138277E-01
     19.00   6.140246E+00   6.127470E+00   6.118928E+00   6.108607E+00  -9.134545E-02   2.283809E-01
     20.00   5.934462E+00   5.921748E+00   5.911707E+00   5.901638E+00  -9.822338E-02   2.421819E-01
     21.00   5.728834E+00   5.716187E+00   5.704518E+00   5.694702E+00  -1.049764E-01   2.551395E-01
     22.00   5.524182E+00   5.511606E+00   5.498184E+00   5.488624E+00  -1.115686E-01   2.671791E-01
     23.00   5.321252E+00   5.308750E+00   5.293458E+00   5.284152E+00  -1.179673E-01   2.782424E-01
     24.00   5.120714E+00   5.108290E+00   5.091016E+00   5.081965E+00  -1.241440E-01   2.882863E-01
     25.00   4.923163E+00   4.910821E+00   4.891463E+00   4.882667E+00  -1.300735E-01   2.972820E-01
     26.00   4.729123E+00   4.716867E+00   4.695333E+00   4.686789E+00  -1.357344E-01   3.052143E-01
     27.00   4.539050E+00   4.526883E+00   4.503089E+00   4.494795E+00  -1.411089E-01   3.120798E-01
     28.00   4.353331E+00   4.341255E+00   4.315129E+00   4.307082E+00  -1.461824E-01   3.178862E-01
     29.00   4.172290E+00   4.160309E+00   4.131788E+00   4.123985E+00  -1.509437E-01   3.226507E-01
     30.00   3.996194E+00   3.984310E+00   3.953341E+00   3.945779E+00  -1.553847E-01   3.263988E-01
     31.00   3.825253E+00   3.813468E+00   3.780010E+00   3.772686E+00  -1.594999E-01   3.291631E-01
     32.00   3.659629E+00   3.647946E+00   3.611966E+00   3.604876E+00  -1.632866E-01   3.309820E-01
     33.00   3.499437E+00   3.487857E+00   3.449334E+00   3.442473E+00  -1.667445E-01   3.318987E-01
     34.00   3.344751E+00   3.333275E+00   3.292196E+00   3.285560E+00  -1.698754E-01   3.319602E-01
     35.00   3.195606E+00   3.184235E+00   3.140596E+00   3.134181E+00  -1.726829E-01   3.312160E-01
     36.00   3.052005E+00   3.040742E+00   2.994547E+00   2.988347E+00  -1.751725E-01   3.297177E-01
     37.00   2.913924E+00   2.902767E+00   2.854028E+00   2.848040E+00  -1.773511E-01   3.275180E-01
     38.00   2.781309E+00   2.770260E+00   2.718996E+00   2.713215E+00  -1.792269E-01   3.246699E-01
     39.00   2.654086E+00   2.643146E+00   2.589382E+00   2.583803E+00  -1.808091E-01   3.212263E-01
     40.00   2.532164E+00   2.521332E+00   2.465099E+00   2.459718E+00  -1.821078E-01   3.172394E-01
     41.00   2.415432E+00   2.404708E+00   2.346043E+00   2.340856E+00  -1.831339E-01   3.127604E-01
     42.00   2.303770E+00   2.293153E+00   2.232098E+00   2.227098E+00  -1.838988E-01   3.078390E-01
     43.00   2.197044E+00   2.186534E+00   2.123132E+00   2.118317E+00  -1.844142E-01   3.025230E-01
     44.00   2.095112E+00   2.084709E+00   2.019009E+00   2.014374E+00  -1.846924E-01   2.968584E-01
     45.00   1.997828E+00   1.987529E+00   1.919583E+00   1.915123E+00  -1.847455E-01   2.908890E-01
     46.00   1.905037E+00   1.894842E+00   1.824704E+00   1.820414E+00  -1.845858E-01   2.846562E-01
     47.00   1.816584E+00   1.806491E+00   1.734216E+00   1.730093E+00  -1.842256E-01   2.781993E-01
     48.00   1.732310E+00   1.722319E+00   1.647963E+00   1.644003E+00  -1.836770E-01   2.715549E-01
     49.00   1.652058E+00   1.642167E+00   1.565787E+00   1.561987E+00  -1.829520E-01   2.647573E-01
     50.00   1.575670E+00   1.565876E+00   1.487531E+00   1.483886E+00  -1.820623E-01   2.578384E-01
     51.00   1.502987E+00   1.493289E+00   1.413038E+00   1.409544E+00  -1.810193E-01   2.508277E-01
     52.00   1.433855E+00   1.424252E+00   1.342152E+00   1.338806E+00  -1.798341E-01   2.437525E-01
     53.00   1.368123E+00   1.358611E+00   1.274721E+00   1.271519E+00  -1.785174E-01   2.366377E-01
     54.00   1.305640E+00   1.296219E+00   1.210595E+00   1.207534E+00  -1.770795E-01   2.295060E-01
     55.00   1.246262E+00   1.236928E+00   1.149627E+00   1.146704E+00  -1.755302E-01   2.223783E-01
     56.00   1.189847E+00   1.180599E+00   1.091675E+00   1.088886E+00  -1.738792E-01   2.152731E-01
     57.00   1.136258E+00   1.127093E+00   1.036601E+00   1.033943E+00  -1.721353E-01   2.082074E-01
     58.00   1.085362E+00   1.076278E+00   9.842689E-01   9.817403E-01  -1.703072E-01   2.011963E-01
     59.00   1.037032E+00   1.028026E+00   9.345502E-01   9.321476E-01  -1.684031E-01   1.942532E-01
     60.00   9.911421E-01   9.822128E-01   8.873193E-01   8.850399E-01  -1.664307E-01   1.873900E-01
     61.00   9.475754E-01   9.387196E-01   8.424556E-01   8.402969E-01  -1.643973E-01   1.806171E-01
     62.00   9.062172E-01   8.974325E-01   7.998430E-01   7.978025E-01  -1.623097E-01   1.739436E-01
     63.00   8.669583E-01   8.582421E-01   7.593702E-01   7.574456E-01  -1.601744E-01   1.673773E-01
     64.00   8.296938E-01   8.210437E-01   7.209305E-01   7.191196E-01  -1.579974E-01   1.609250E-01
     65.00   7.943238E-01   7.857371E-01   6.844217E-01   6.827223E-01  -1.557843E-01   1.545922E-01
     66.00   7.607525E-01   7.522266E-01   6.497461E-01   6.481561E-01  -1.535405E-01   1.483837E-01
     67.00   7.288887E-01   7.204211E-01   6.168103E-01   6.153277E-01  -1.512708E-01   1.423031E-01
     68.00   6.986453E-01   6.902334E-01   5.855254E-01   5.841483E-01  -1.489798E-01   1.363535E-01
     69.00   6.699395E-01   6.615807E-01   5.558064E-01   5.545330E-01  -1.466716E-01   1.305371E-01
     70.00   6.426924E-01   6.343842E-01   5.275723E-01   5.264009E-01  -1.443501E-01   1.248555E-01
     71.00   6.168290E-01   6.085688E-01   5.007462E-01   4.996750E-01  -1.420189E-01   1.193097E-01
     72.00   5.922780E-01   5.840633E-01   4.752547E-01   4.742822E-01  -1.396813E-01   1.139000E-01
     73.00   5.689716E-01   5.607998E-01   4.510282E-01   4.501528E-01  -1.373401E-01   1.086265E-01
     74.00   5.468455E-01   5.387142E-01   4.280004E-01   4.272207E-01  -1.349982E-01   1.034887E-01
     75.00   5.258388E-01   5.177454E-01   4.061085E-01   4.054229E-01  -1.326579E-01   9.848568E-02
     76.00   5.058934E-01   4.978356E-01   3.852927E-01   3.846999E-01  -1.303216E-01   9.361631E-02
     77.00   4.869545E-01   4.789298E-01   3.654962E-01   3.649950E-01  -1.279911E-01   8.887911E-02
     78.00   4.689700E-01   4.609761E-01   3.466654E-01   3.462544E-01  -1.256684E-01   8.427234E-02
     79.00   4.518907E-01   4.439252E-01   3.287491E-01   3.284271E-01  -1.233551E-01   7.979407E-02
     80.00   4.356698E-01   4.277305E-01   3.116990E-01   3.114648E-01  -1.210525E-01   7.544214E-02
     81.00   4.202631E-01   4.123476E-01   2.954692E-01   2.953216E-01  -1.187619E-01   7.121429E-02
     82.00   4.056286E-01   3.977348E-01   2.800163E-01   2.799541E-01  -1.164843E-01   6.710809E-02
     83.00   3.917267E-01   3.838524E-01   2.652989E-01   2.653210E-01  -1.142209E-01   6.312103E-02
     84.00   3.785198E-01   3.706630E-01   2.512780E-01   2.513834E-01  -1.119723E-01   5.925050E-02
