# aeff[um]=   0.00100  comp=ad_s2  Teq[K]=  18.96159 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  1.97209E+001   1.98476E-004   3.91415E-003
  1.99798E+001   1.88392E-004   3.76406E-003
  2.02420E+001   1.79040E-004   3.62416E-003
  2.05077E+001   1.69877E-004   3.48382E-003
  2.07769E+001   1.61356E-004   3.35249E-003
  2.10496E+001   1.53125E-004   3.22323E-003
  2.13259E+001   1.45467E-004   3.10223E-003
  2.16058E+001   1.38041E-004   2.98250E-003
  2.18894E+001   1.31065E-004   2.86895E-003
  2.21767E+001   1.24393E-004   2.75864E-003
  2.24678E+001   1.18171E-004   2.65506E-003
  2.27627E+001   1.12095E-004   2.55160E-003
  2.30614E+001   1.06392E-004   2.45357E-003
  2.33641E+001   1.01010E-004   2.36003E-003
  2.36708E+001   9.59256E-005   2.27065E-003
  2.39815E+001   9.09735E-005   2.18170E-003
  2.42962E+001   8.63413E-005   2.09778E-003
  2.46151E+001   8.19639E-005   2.01757E-003
  2.49382E+001   7.78073E-005   1.94039E-003
  2.52656E+001   7.38063E-005   1.86477E-003
  2.55972E+001   7.00188E-005   1.79230E-003
  2.59332E+001   6.64772E-005   1.72398E-003
  2.62735E+001   6.30824E-005   1.65741E-003
  2.66184E+001   5.98333E-005   1.59268E-003
  2.69678E+001   5.67609E-005   1.53073E-003
  2.73217E+001   5.38742E-005   1.47195E-003
  2.76803E+001   5.11275E-005   1.41524E-003
  2.80437E+001   4.84719E-005   1.35934E-003
  2.84117E+001   4.59887E-005   1.30663E-003
  2.87847E+001   4.36401E-005   1.25618E-003
  2.91625E+001   4.13987E-005   1.20730E-003
  2.95453E+001   3.92652E-005   1.16011E-003
  2.99330E+001   3.72378E-005   1.11465E-003
  3.03259E+001   3.53249E-005   1.07127E-003
  3.07240E+001   3.35050E-005   1.02941E-003
  3.11272E+001   3.17782E-005   9.89175E-004
  3.15358E+001   3.01340E-005   9.50306E-004
  3.19497E+001   2.85877E-005   9.13374E-004
  3.23691E+001   2.71024E-005   8.77286E-004
  3.27939E+001   2.57076E-005   8.43059E-004
  3.32244E+001   2.43645E-005   8.09502E-004
  3.36605E+001   2.31189E-005   7.78199E-004
  3.41023E+001   2.19081E-005   7.47120E-004
  3.45499E+001   2.07836E-005   7.18077E-004
  3.50034E+001   1.96902E-005   6.89229E-004
  3.54628E+001   1.86848E-005   6.62620E-004
  3.59283E+001   1.77041E-005   6.36081E-004
  3.63998E+001   1.67850E-005   6.10975E-004
  3.68776E+001   1.59087E-005   5.86679E-004
  3.73616E+001   1.50911E-005   5.63831E-004
  3.78520E+001   1.42951E-005   5.41104E-004
  3.83489E+001   1.35481E-005   5.19558E-004
  3.88522E+001   1.28450E-005   4.99059E-004
  3.93622E+001   1.21793E-005   4.79406E-004
  3.98788E+001   1.15334E-005   4.59943E-004
  4.04022E+001   1.09293E-005   4.41573E-004
  4.09325E+001   1.03572E-005   4.23950E-004
  4.14698E+001   9.81393E-006   4.06984E-004
  4.20141E+001   9.29248E-006   3.90418E-004
  4.25655E+001   8.80324E-006   3.74717E-004
  4.31242E+001   8.34045E-006   3.59678E-004
  4.36903E+001   7.89784E-006   3.45061E-004
  4.42637E+001   7.47722E-006   3.30972E-004
  4.48447E+001   7.07962E-006   3.17486E-004
  4.54333E+001   6.70449E-006   3.04609E-004
  4.60296E+001   6.34822E-006   2.92208E-004
  4.66338E+001   6.00498E-006   2.80037E-004
  4.72459E+001   5.68714E-006   2.68696E-004
  4.78660E+001   5.38470E-006   2.57746E-004
  4.84943E+001   5.09462E-006   2.47062E-004
  4.91308E+001   4.81860E-006   2.36743E-004
  4.97757E+001   4.56214E-006   2.27085E-004
  5.04290E+001   4.31549E-006   2.17627E-004
  5.10909E+001   4.08070E-006   2.08488E-004
  5.17615E+001   3.85700E-006   1.99645E-004
  5.24409E+001   3.64700E-006   1.91253E-004
  5.31292E+001   3.44526E-006   1.83045E-004
  5.38265E+001   3.25215E-006   1.75053E-004
  5.45330E+001   3.06979E-006   1.67406E-004
  5.52488E+001   2.89867E-006   1.60149E-004
  5.59740E+001   2.73734E-006   1.53221E-004
  5.67087E+001   2.58451E-006   1.46565E-004
  5.74530E+001   2.44082E-006   1.40233E-004
  5.82071E+001   2.30666E-006   1.34265E-004
  5.89711E+001   2.17678E-006   1.28368E-004
  5.97451E+001   2.05478E-006   1.22764E-004
  6.05293E+001   1.93952E-006   1.17399E-004
  6.13238E+001   1.83036E-006   1.12246E-004
  6.21287E+001   1.72696E-006   1.07294E-004
  6.29441E+001   1.62811E-006   1.02481E-004
  6.37703E+001   1.53587E-006   9.79439E-005
  6.46073E+001   1.44714E-006   9.34966E-005
  6.54553E+001   1.36423E-006   8.92968E-005
  6.63144E+001   1.28434E-006   8.51707E-005
  6.71849E+001   1.21101E-006   8.13619E-005
  6.80667E+001   1.13942E-006   7.75572E-005
  6.89601E+001   1.07282E-006   7.39821E-005
  6.98652E+001   1.00925E-006   7.05121E-005
  7.07822E+001   9.49826E-007   6.72313E-005
  7.17113E+001   8.93045E-007   6.40419E-005
  7.26525E+001   8.39514E-007   6.09932E-005
  7.36061E+001   7.89269E-007   5.80954E-005
  7.45723E+001   7.41115E-007   5.52670E-005
  7.55510E+001   6.96197E-007   5.25988E-005
  7.65427E+001   6.52868E-007   4.99726E-005
  7.75473E+001   6.12718E-007   4.75150E-005
  7.85652E+001   5.74196E-007   4.51122E-005
  7.95964E+001   5.38259E-007   4.28438E-005
  8.06411E+001   5.04082E-007   4.06500E-005
  8.16996E+001   4.72413E-007   3.85962E-005
  8.27719E+001   4.42125E-007   3.65958E-005
  8.38584E+001   4.13951E-007   3.47135E-005
  8.49590E+001   3.87627E-007   3.29326E-005
  8.60742E+001   3.62288E-007   3.11839E-005
  8.72039E+001   3.38825E-007   2.95470E-005
  8.83485E+001   3.16625E-007   2.79736E-005
  8.95081E+001   2.96025E-007   2.64968E-005
  9.06830E+001   2.76329E-007   2.50586E-005
  9.18732E+001   2.58063E-007   2.37093E-005
  9.30791E+001   2.40864E-007   2.24196E-005
  9.43008E+001   2.24508E-007   2.11714E-005
  9.55386E+001   2.09531E-007   2.00184E-005
  9.67925E+001   1.95227E-007   1.88967E-005
  9.80630E+001   1.82013E-007   1.78489E-005
