# aeff[um]=   0.00200  comp=ad_s2  Teq[K]=  18.97544 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  6.25126E+000   1.94272E-002   6.04190E-001
  6.45553E+000   1.81702E-002   5.65099E-001
  6.66647E+000   1.69578E-002   5.27393E-001
  6.88431E+000   1.57972E-002   4.91298E-001
  7.10927E+000   1.46930E-002   4.56957E-001
  7.34157E+000   1.36475E-002   4.24441E-001
  7.58147E+000   1.26611E-002   3.93762E-001
  7.82921E+000   1.17326E-002   3.64888E-001
  8.08504E+000   1.08605E-002   3.37765E-001
  8.34923E+000   1.00426E-002   3.12327E-001
  8.62206E+000   9.27663E-003   2.88506E-001
  8.90380E+000   8.56044E-003   2.66232E-001
  9.19474E+000   7.89185E-003   2.45438E-001
  9.49520E+000   7.26870E-003   2.26058E-001
  9.80547E+000   6.68882E-003   2.08024E-001
  1.01259E+001   6.15003E-003   1.91267E-001
  1.04568E+001   5.65014E-003   1.75721E-001
  1.07984E+001   5.18699E-003   1.61317E-001
  1.11513E+001   4.75843E-003   1.47988E-001
  1.15157E+001   4.36235E-003   1.35670E-001
  1.18920E+001   3.99670E-003   1.24298E-001
  1.22806E+001   3.65950E-003   1.13811E-001
  1.26819E+001   3.34884E-003   1.04150E-001
  1.30963E+001   3.06289E-003   9.52567E-002
  1.35242E+001   2.79993E-003   8.70786E-002
  1.39661E+001   2.55830E-003   7.95638E-002
  1.44225E+001   2.33644E-003   7.26639E-002
  1.48938E+001   2.13288E-003   6.63331E-002
  1.53805E+001   1.94623E-003   6.05284E-002
  1.58830E+001   1.77520E-003   5.52092E-002
  1.64020E+001   1.61856E-003   5.03378E-002
  1.69380E+001   1.47519E-003   4.58788E-002
  1.74915E+001   1.34402E-003   4.17993E-002
  1.80630E+001   1.22406E-003   3.80687E-002
  1.86533E+001   1.11441E-003   3.46584E-002
  1.92628E+001   1.01421E-003   3.15420E-002
  1.98922E+001   9.22663E-004   2.86950E-002
  2.05423E+001   8.39044E-004   2.60945E-002
  2.12135E+001   7.62662E-004   2.37190E-002
  2.19067E+001   6.92900E-004   2.15494E-002
  2.26225E+001   6.29181E-004   1.95677E-002
  2.33618E+001   5.71076E-004   1.77606E-002
  2.41251E+001   5.18189E-004   1.61158E-002
  2.49135E+001   4.70014E-004   1.46175E-002
  2.57276E+001   4.26059E-004   1.32505E-002
  2.65682E+001   3.85658E-004   1.19941E-002
  2.74364E+001   3.48329E-004   1.08331E-002
  2.83329E+001   3.14205E-004   9.77185E-003
  2.92588E+001   2.83786E-004   8.82582E-003
  3.02148E+001   2.56308E-004   7.97124E-003
  3.12022E+001   2.31247E-004   7.19184E-003
  3.22217E+001   2.08387E-004   6.48090E-003
  3.32746E+001   1.87532E-004   5.83228E-003
  3.43619E+001   1.68507E-004   5.24062E-003
  3.54848E+001   1.51160E-004   4.70111E-003
  3.66443E+001   1.35335E-004   4.20897E-003
  3.78417E+001   1.20876E-004   3.75927E-003
  3.90782E+001   1.07570E-004   3.34544E-003
  4.03552E+001   9.54836E-005   2.96956E-003
  4.16739E+001   8.45304E-005   2.62892E-003
  4.30356E+001   7.46332E-005   2.32111E-003
  4.44419E+001   6.56957E-005   2.04315E-003
  4.58941E+001   5.76418E-005   1.79268E-003
  4.73938E+001   5.04046E-005   1.56759E-003
  4.89424E+001   4.39017E-005   1.36535E-003
  5.05417E+001   3.80599E-005   1.18367E-003
  5.21932E+001   3.28305E-005   1.02104E-003
  5.38987E+001   2.81845E-005   8.76545E-004
  5.56599E+001   2.41023E-005   7.49586E-004
  5.74787E+001   2.05524E-005   6.39186E-004
  5.93569E+001   1.74825E-005   5.43711E-004
  6.12965E+001   1.48134E-005   4.60700E-004
  6.32995E+001   1.25152E-005   3.89225E-004
  6.53679E+001   1.05566E-005   3.28314E-004
  6.75039E+001   8.90326E-006   2.76894E-004
  6.97097E+001   7.51799E-006   2.33811E-004
  7.19876E+001   6.36405E-006   1.97924E-004
  7.43399E+001   5.40601E-006   1.68128E-004
  7.67691E+001   4.61160E-006   1.43422E-004
  7.92776E+001   3.95260E-006   1.22927E-004
  8.18681E+001   3.40504E-006   1.05898E-004
  8.45433E+001   2.94907E-006   9.17169E-005
  8.73059E+001   2.56826E-006   7.98734E-005
  9.01588E+001   2.24895E-006   6.99430E-005
  9.31048E+001   1.97979E-006   6.15719E-005
  9.61472E+001   1.75124E-006   5.44641E-005
  9.92890E+001   1.54990E-006   4.82022E-005
  1.02533E+002   1.37076E-006   4.26310E-005
  1.05884E+002   1.21156E-006   3.76798E-005
  1.09344E+002   1.06312E-006   3.30633E-005
  1.12917E+002   9.18739E-007   2.85730E-005
  1.16606E+002   7.64473E-007   2.37753E-005
  1.20417E+002   5.95643E-007   1.85246E-005
  1.24352E+002   4.27595E-007   1.32983E-005
  1.28415E+002   2.75851E-007   8.57904E-006
  1.32611E+002   1.45052E-007   4.51116E-006
  1.36944E+002   5.62005E-008   1.74785E-006
  1.41419E+002   4.46705E-011   1.38926E-009
  1.46040E+002   9.99995E-012   3.11001E-010
  1.50813E+002   4.55303E-012   1.41600E-010
  1.55741E+002   2.34780E-012   7.30172E-011
  1.60830E+002   1.18873E-012   3.69698E-011
  1.66085E+002   5.32667E-013   1.65661E-011
  1.71512E+002   1.94736E-013   6.05633E-012
  1.77117E+002   5.65365E-014   1.75830E-012
  1.82904E+002   8.84884E-015   2.75201E-013
  1.88881E+002   4.02907E-018   1.25305E-016
  1.95053E+002   1.00646E-018   3.13011E-017
  2.01426E+002   2.33766E-019   7.27018E-018
  2.08008E+002   4.60487E-020   1.43213E-018
  2.14805E+002   9.43789E-021   2.93521E-019
  2.21825E+002   3.41979E-022   1.06356E-020
  2.29073E+002   2.17915E-025   6.77720E-024
  2.36558E+002   3.63427E-026   1.13027E-024
  2.44288E+002   2.21659E-027   6.89365E-026
  2.52271E+002   2.47799E-028   7.70661E-027
  2.60514E+002   1.17694E-032   3.66033E-031
  2.69027E+002   1.38845E-033   4.31812E-032
  2.77818E+002   7.19952E-035   2.23907E-033
  2.86896E+002   4.88260E-036   1.51850E-034
  2.96271E+002   5.34749E-041   1.66308E-039
  3.05952E+002   2.65671E-042   8.26245E-041
  3.15949E+002   1.38032E-043   4.29282E-042
  3.26273E+002   1.27950E-048   3.97928E-047
  3.36935E+002   5.00479E-050   1.55650E-048
  3.47945E+002   1.78580E-051   5.55387E-050
  3.59314E+002   1.41316E-057   4.39497E-056
  3.71056E+002   4.79520E-059   1.49132E-057
  3.83180E+002   3.82589E-065   1.18986E-063
  3.95701E+002   1.17962E-066   3.66866E-065
  4.08632E+002   7.90027E-073   2.45700E-071
  4.21984E+002   1.85862E-074   5.78037E-073
  4.35773E+002   9.97646E-081   3.10270E-079
  4.50013E+002   1.78115E-082   5.53943E-081
  4.64718E+002   8.24136E-091   2.56308E-089
  4.79903E+002   4.76454E-099   1.48178E-097
  4.95585E+002   3.63669E-107   1.13102E-105
  5.11779E+002   3.58107E-115   1.11372E-113
  5.28502E+002   4.32775E-123   1.34594E-121
  5.45772E+002   6.06113E-131   1.88503E-129
  5.63606E+002   9.04102E-139   2.81178E-137
  5.82023E+002   1.33074E-146   4.13862E-145
  6.01041E+002   1.92670E-154   5.99208E-153
  6.20681E+002   2.68842E-162   8.36106E-161
  6.40963E+002   3.54128E-170   1.10135E-168
  6.61907E+002   3.99951E-178   1.24386E-176
  6.83536E+002   3.63674E-186   1.13104E-184
  7.05872E+002   2.64089E-194   8.21323E-193
  7.28937E+002   1.52587E-202   4.74549E-201
  7.52757E+002   6.99071E-211   2.17413E-209
  7.77354E+002   0.00000E+000   0.00000E+000
  8.02755E+002   0.00000E+000   0.00000E+000
  8.28987E+002   0.00000E+000   0.00000E+000
  8.56075E+002   0.00000E+000   0.00000E+000
  8.84049E+002   0.00000E+000   0.00000E+000
  9.12937E+002   0.00000E+000   0.00000E+000
  9.42768E+002   0.00000E+000   0.00000E+000
  9.73575E+002   0.00000E+000   0.00000E+000
  1.00539E+003   0.00000E+000   0.00000E+000
  1.03824E+003   0.00000E+000   0.00000E+000
  1.07217E+003   0.00000E+000   0.00000E+000
  1.10720E+003   0.00000E+000   0.00000E+000
  1.14338E+003   0.00000E+000   0.00000E+000
  1.18074E+003   0.00000E+000   0.00000E+000
  1.21933E+003   0.00000E+000   0.00000E+000
  1.25917E+003   0.00000E+000   0.00000E+000
  1.30031E+003   0.00000E+000   0.00000E+000
  1.34280E+003   0.00000E+000   0.00000E+000
  1.38668E+003   0.00000E+000   0.00000E+000
  1.43199E+003   0.00000E+000   0.00000E+000
  1.47879E+003   0.00000E+000   0.00000E+000
  1.52711E+003   0.00000E+000   0.00000E+000
  1.57701E+003   0.00000E+000   0.00000E+000
  1.62854E+003   0.00000E+000   0.00000E+000
  1.68176E+003   0.00000E+000   0.00000E+000
  1.73671E+003   0.00000E+000   0.00000E+000
  1.79346E+003   0.00000E+000   0.00000E+000
  1.85206E+003   0.00000E+000   0.00000E+000
  1.91258E+003   0.00000E+000   0.00000E+000
  1.97508E+003   0.00000E+000   0.00000E+000
  2.03962E+003   0.00000E+000   0.00000E+000
  2.10627E+003   0.00000E+000   0.00000E+000
  2.17509E+003   0.00000E+000   0.00000E+000
  2.24617E+003   0.00000E+000   0.00000E+000
  2.31956E+003   0.00000E+000   0.00000E+000
  2.39536E+003   0.00000E+000   0.00000E+000
  2.47363E+003   0.00000E+000   0.00000E+000
  2.55446E+003   0.00000E+000   0.00000E+000
  2.63793E+003   0.00000E+000   0.00000E+000
  2.72413E+003   0.00000E+000   0.00000E+000
  2.81315E+003   0.00000E+000   0.00000E+000
  2.90507E+003   0.00000E+000   0.00000E+000
  3.00000E+003   0.00000E+000   0.00000E+000
# === MC fixed-grid block: T_mid[K]   dP/dT [1/K]   dP/dlnT
  2.01308E+000   0.00000E+000   0.00000E+000
  2.03951E+000   0.00000E+000   0.00000E+000
  2.06627E+000   0.00000E+000   0.00000E+000
  2.09340E+000   0.00000E+000   0.00000E+000
  2.12087E+000   0.00000E+000   0.00000E+000
  2.14871E+000   0.00000E+000   0.00000E+000
  2.17691E+000   0.00000E+000   0.00000E+000
  2.20549E+000   0.00000E+000   0.00000E+000
  2.23443E+000   0.00000E+000   0.00000E+000
  2.26376E+000   0.00000E+000   0.00000E+000
  2.29347E+000   0.00000E+000   0.00000E+000
  2.32358E+000   0.00000E+000   0.00000E+000
  2.35408E+000   0.00000E+000   0.00000E+000
  2.38497E+000   0.00000E+000   0.00000E+000
  2.41628E+000   0.00000E+000   0.00000E+000
  2.44799E+000   0.00000E+000   0.00000E+000
  2.48012E+000   0.00000E+000   0.00000E+000
  2.51268E+000   0.00000E+000   0.00000E+000
  2.54566E+000   0.00000E+000   0.00000E+000
  2.57907E+000   0.00000E+000   0.00000E+000
  2.61292E+000   0.00000E+000   0.00000E+000
  2.64722E+000   0.00000E+000   0.00000E+000
  2.68196E+000   0.00000E+000   0.00000E+000
  2.71716E+000   2.06400E-002   5.60826E-002
  2.75283E+000   1.20797E-001   3.32535E-001
  2.78896E+000   1.67740E-001   4.67823E-001
  2.82557E+000   1.95902E-001   5.53539E-001
  2.86265E+000   2.18134E-001   6.24446E-001
  2.90023E+000   2.34765E-001   6.80877E-001
  2.93829E+000   2.48403E-001   7.29887E-001
  2.97686E+000   2.59933E-001   7.73789E-001
  3.01593E+000   2.69047E-001   8.11433E-001
  3.05552E+000   2.77413E-001   8.47645E-001
  3.09562E+000   2.83961E-001   8.79042E-001
  3.13626E+000   2.89475E-001   9.07874E-001
  3.17742E+000   2.94035E-001   9.34279E-001
  3.21913E+000   2.96093E-001   9.53168E-001
  3.26138E+000   2.99025E-001   9.75239E-001
  3.30419E+000   3.00877E-001   9.94159E-001
  3.34755E+000   3.01658E-001   1.00982E+000
  3.39149E+000   3.02739E-001   1.02674E+000
  3.43601E+000   3.02574E-001   1.03965E+000
  3.48111E+000   3.01810E-001   1.05064E+000
  3.52680E+000   3.01305E-001   1.06265E+000
  3.57309E+000   2.99718E-001   1.07093E+000
  3.61999E+000   2.97851E-001   1.07822E+000
  3.66750E+000   2.95148E-001   1.08246E+000
  3.71564E+000   2.92805E-001   1.08797E+000
  3.76441E+000   2.89756E-001   1.09077E+000
  3.81382E+000   2.86113E-001   1.09119E+000
  3.86388E+000   2.82500E-001   1.09155E+000
  3.91459E+000   2.78549E-001   1.09041E+000
  3.96597E+000   2.74052E-001   1.08689E+000
  4.01803E+000   2.69267E-001   1.08193E+000
  4.07077E+000   2.64921E-001   1.07844E+000
  4.12420E+000   2.60024E-001   1.07240E+000
  4.17833E+000   2.55008E-001   1.06551E+000
  4.23317E+000   2.49761E-001   1.05729E+000
  4.28873E+000   2.44915E-001   1.05038E+000
  4.34503E+000   2.39774E-001   1.04183E+000
  4.40206E+000   2.34356E-001   1.03165E+000
  4.45984E+000   2.28711E-001   1.02002E+000
  4.51837E+000   2.23561E-001   1.01014E+000
  4.57768E+000   2.17740E-001   9.96751E-001
  4.63776E+000   2.12197E-001   9.84124E-001
  4.69864E+000   2.06449E-001   9.70033E-001
  4.76031E+000   2.01103E-001   9.57318E-001
  4.82279E+000   1.95522E-001   9.42969E-001
  4.88609E+000   1.89889E-001   9.27824E-001
  4.95022E+000   1.84428E-001   9.12967E-001
  5.01520E+000   1.79216E-001   8.98810E-001
  5.08102E+000   1.73907E-001   8.83633E-001
  5.14771E+000   1.68475E-001   8.67266E-001
  5.21528E+000   1.63198E-001   8.51127E-001
  5.28373E+000   1.58078E-001   8.35249E-001
  5.35308E+000   1.52949E-001   8.18755E-001
  5.42335E+000   1.47859E-001   8.01894E-001
  5.49453E+000   1.42927E-001   7.85323E-001
  5.56665E+000   1.38155E-001   7.69063E-001
  5.63971E+000   1.33407E-001   7.52385E-001
  5.71374E+000   1.28841E-001   7.36172E-001
  5.78873E+000   1.24258E-001   7.19300E-001
  5.86471E+000   1.19846E-001   7.02867E-001
  5.94169E+000   1.15524E-001   6.86411E-001
  6.01968E+000   1.11385E-001   6.70507E-001
  6.09869E+000   1.07210E-001   6.53844E-001
  6.17874E+000   1.03186E-001   6.37565E-001
  6.25984E+000   9.93651E-002   6.22014E-001
  6.34200E+000   9.55759E-002   6.06147E-001
  6.42524E+000   9.18570E-002   5.90207E-001
  6.50957E+000   8.83220E-002   5.74943E-001
  6.59502E+000   8.49017E-002   5.59932E-001
  6.68158E+000   8.15689E-002   5.45013E-001
  6.76928E+000   7.83442E-002   5.30337E-001
  6.85813E+000   7.51636E-002   5.15485E-001
  6.94814E+000   7.22050E-002   5.01694E-001
  7.03934E+000   6.92777E-002   4.87673E-001
  7.13174E+000   6.64332E-002   4.73788E-001
  7.22534E+000   6.36959E-002   4.60228E-001
  7.32018E+000   6.11037E-002   4.47293E-001
  7.41626E+000   5.85675E-002   4.34355E-001
  7.51360E+000   5.60982E-002   4.21503E-001
  7.61222E+000   5.37389E-002   4.09075E-001
  7.71214E+000   5.14629E-002   3.96892E-001
  7.81336E+000   4.92730E-002   3.84990E-001
  7.91591E+000   4.71641E-002   3.73350E-001
  8.01981E+000   4.51128E-002   3.61799E-001
  8.12508E+000   4.31756E-002   3.50807E-001
  8.23172E+000   4.12953E-002   3.39934E-001
  8.33977E+000   3.95036E-002   3.29453E-001
  8.44923E+000   3.77619E-002   3.19061E-001
  8.56013E+000   3.60979E-002   3.09005E-001
  8.67249E+000   3.45240E-002   2.99411E-001
  8.78632E+000   3.29904E-002   2.89866E-001
  8.90164E+000   3.15066E-002   2.80462E-001
  9.01848E+000   3.00975E-002   2.71436E-001
  9.13685E+000   2.87792E-002   2.62953E-001
  9.25678E+000   2.74726E-002   2.54310E-001
  9.37828E+000   2.62264E-002   2.45961E-001
  9.50137E+000   2.50342E-002   2.37861E-001
  9.62608E+000   2.39169E-002   2.30227E-001
  9.75243E+000   2.28118E-002   2.22473E-001
  9.88044E+000   2.17756E-002   2.15154E-001
  1.00101E+001   2.07592E-002   2.07803E-001
  1.01415E+001   1.98200E-002   2.01006E-001
  1.02746E+001   1.89029E-002   1.94221E-001
  1.04095E+001   1.80229E-002   1.87611E-001
  1.05461E+001   1.71881E-002   1.81268E-001
  1.06845E+001   1.63910E-002   1.75132E-001
  1.08248E+001   1.56315E-002   1.69209E-001
  1.09669E+001   1.48894E-002   1.63291E-001
  1.11108E+001   1.41985E-002   1.57758E-001
  1.12566E+001   1.35295E-002   1.52298E-001
  1.14044E+001   1.28957E-002   1.47068E-001
  1.15541E+001   1.22841E-002   1.41933E-001
  1.17057E+001   1.17024E-002   1.36986E-001
  1.18594E+001   1.11508E-002   1.32242E-001
  1.20150E+001   1.06229E-002   1.27635E-001
  1.21727E+001   1.01144E-002   1.23120E-001
  1.23325E+001   9.63277E-003   1.18797E-001
  1.24944E+001   9.17502E-003   1.14637E-001
  1.26584E+001   8.73681E-003   1.10594E-001
  1.28245E+001   8.31582E-003   1.06647E-001
  1.29928E+001   7.91255E-003   1.02807E-001
  1.31634E+001   7.53613E-003   9.92017E-002
  1.33361E+001   7.17328E-003   9.56647E-002
  1.35112E+001   6.82567E-003   9.22236E-002
  1.36885E+001   6.49312E-003   8.88819E-002
  1.38682E+001   6.18086E-003   8.57180E-002
  1.40502E+001   5.88156E-003   8.26378E-002
  1.42346E+001   5.59641E-003   7.96635E-002
  1.44215E+001   5.32131E-003   7.67417E-002
  1.46108E+001   5.06393E-003   7.39884E-002
  1.48025E+001   4.81626E-003   7.12934E-002
  1.49968E+001   4.58011E-003   6.86876E-002
  1.51937E+001   4.35604E-003   6.61847E-002
  1.53931E+001   4.14375E-003   6.37856E-002
  1.55951E+001   3.94061E-003   6.14549E-002
  1.57998E+001   3.74573E-003   5.91823E-002
  1.60072E+001   3.56153E-003   5.70106E-002
  1.62173E+001   3.38723E-003   5.49321E-002
  1.64302E+001   3.21948E-003   5.28969E-002
  1.66458E+001   3.06131E-003   5.09584E-002
  1.68643E+001   2.90800E-003   4.90417E-002
  1.70857E+001   2.76537E-003   4.72485E-002
  1.73099E+001   2.62874E-003   4.55037E-002
  1.75371E+001   2.49837E-003   4.38145E-002
  1.77673E+001   2.37390E-003   4.21781E-002
  1.80005E+001   2.25494E-003   4.05903E-002
  1.82368E+001   2.14496E-003   3.91175E-002
  1.84761E+001   2.03713E-003   3.76386E-002
  1.87186E+001   1.93542E-003   3.62287E-002
  1.89643E+001   1.83860E-003   3.48681E-002
  1.92133E+001   1.74794E-003   3.35838E-002
  1.94654E+001   1.65991E-003   3.23112E-002
  1.97209E+001   1.57647E-003   3.10897E-002
  1.99798E+001   1.49769E-003   2.99237E-002
  2.02420E+001   1.42324E-003   2.88095E-002
  2.05077E+001   1.35139E-003   2.77142E-002
  2.07769E+001   1.28271E-003   2.66509E-002
  2.10496E+001   1.21833E-003   2.56454E-002
  2.13259E+001   1.15702E-003   2.46747E-002
  2.16058E+001   1.09842E-003   2.37323E-002
  2.18894E+001   1.04237E-003   2.28169E-002
  2.21767E+001   9.89673E-004   2.19478E-002
  2.24678E+001   9.39485E-004   2.11083E-002
  2.27627E+001   8.91263E-004   2.02876E-002
  2.30614E+001   8.45699E-004   1.95032E-002
  2.33641E+001   8.03075E-004   1.87633E-002
  2.36708E+001   7.61864E-004   1.80340E-002
  2.39815E+001   7.22579E-004   1.73286E-002
  2.42962E+001   6.85824E-004   1.66631E-002
  2.46151E+001   6.50648E-004   1.60159E-002
  2.49382E+001   6.17353E-004   1.53958E-002
  2.52656E+001   5.85179E-004   1.47850E-002
  2.55972E+001   5.55088E-004   1.42088E-002
  2.59332E+001   5.26145E-004   1.36447E-002
  2.62735E+001   4.98740E-004   1.31038E-002
  2.66184E+001   4.72355E-004   1.25734E-002
  2.69678E+001   4.47152E-004   1.20588E-002
  2.73217E+001   4.23630E-004   1.15744E-002
  2.76803E+001   4.00988E-004   1.10996E-002
  2.80437E+001   3.79636E-004   1.06465E-002
  2.84117E+001   3.59486E-004   1.02137E-002
  2.87847E+001   3.40773E-004   9.80911E-003
  2.91625E+001   3.22683E-004   9.41029E-003
  2.95453E+001   3.05572E-004   9.02827E-003
  2.99330E+001   2.89293E-004   8.65948E-003
  3.03259E+001   2.74235E-004   8.31648E-003
  3.07240E+001   2.59412E-004   7.97022E-003
  3.11272E+001   2.45385E-004   7.63820E-003
  3.15358E+001   2.32201E-004   7.32268E-003
  3.19497E+001   2.19800E-004   7.02259E-003
  3.23691E+001   2.07807E-004   6.72658E-003
  3.27939E+001   1.96482E-004   6.44348E-003
  3.32244E+001   1.85679E-004   6.16910E-003
  3.36605E+001   1.75614E-004   5.91130E-003
  3.41023E+001   1.65926E-004   5.65850E-003
  3.45499E+001   1.56618E-004   5.41117E-003
  3.50034E+001   1.47918E-004   5.17765E-003
  3.54628E+001   1.39673E-004   4.95324E-003
  3.59283E+001   1.31832E-004   4.73654E-003
  3.63998E+001   1.24257E-004   4.52296E-003
  3.68776E+001   1.17196E-004   4.32194E-003
  3.73616E+001   1.10410E-004   4.12512E-003
  3.78520E+001   1.03992E-004   3.93634E-003
  3.83489E+001   9.78132E-005   3.75105E-003
  3.88522E+001   9.21245E-005   3.57926E-003
  3.93622E+001   8.66030E-005   3.40890E-003
  3.98788E+001   8.14014E-005   3.24621E-003
  4.04022E+001   7.64919E-005   3.09046E-003
  4.09325E+001   7.19032E-005   2.94320E-003
  4.14698E+001   6.75025E-005   2.79933E-003
  4.20141E+001   6.33027E-005   2.65962E-003
  4.25655E+001   5.93885E-005   2.52792E-003
  4.31242E+001   5.57054E-005   2.40227E-003
  4.36903E+001   5.22111E-005   2.28113E-003
  4.42637E+001   4.88498E-005   2.16229E-003
  4.48447E+001   4.57312E-005   2.05082E-003
  4.54333E+001   4.27949E-005   1.94433E-003
  4.60296E+001   4.00288E-005   1.84252E-003
  4.66338E+001   3.73675E-005   1.74260E-003
  4.72459E+001   3.48998E-005   1.64888E-003
  4.78660E+001   3.25839E-005   1.55967E-003
  4.84943E+001   3.03814E-005   1.47333E-003
  4.91308E+001   2.82844E-005   1.38964E-003
  4.97757E+001   2.63341E-005   1.31081E-003
  5.04290E+001   2.45032E-005   1.23568E-003
  5.10909E+001   2.27626E-005   1.16297E-003
  5.17615E+001   2.11238E-005   1.09341E-003
  5.24409E+001   1.96243E-005   1.02912E-003
  5.31292E+001   1.82012E-005   9.67021E-004
  5.38265E+001   1.68582E-005   9.07427E-004
  5.45330E+001   1.56086E-005   8.51189E-004
  5.52488E+001   1.44594E-005   7.98868E-004
  5.59740E+001   1.33797E-005   7.48919E-004
  5.67087E+001   1.23547E-005   7.00622E-004
  5.74530E+001   1.14214E-005   6.56198E-004
  5.82071E+001   1.05570E-005   6.14499E-004
  5.89711E+001   9.75331E-006   5.75167E-004
  5.97451E+001   8.98945E-006   5.37080E-004
  6.05293E+001   8.30389E-006   5.02632E-004
  6.13238E+001   7.65795E-006   4.69618E-004
  6.21287E+001   7.05445E-006   4.38287E-004
  6.29441E+001   6.49652E-006   4.08920E-004
  6.37703E+001   5.98696E-006   3.81793E-004
  6.46073E+001   5.51469E-006   3.56292E-004
  6.54553E+001   5.07609E-006   3.32259E-004
  6.63144E+001   4.68074E-006   3.10403E-004
  6.71849E+001   4.31317E-006   2.89781E-004
  6.80667E+001   3.97381E-006   2.70486E-004
  6.89601E+001   3.66213E-006   2.52543E-004
  6.98652E+001   3.37957E-006   2.36116E-004
  7.07822E+001   3.11988E-006   2.20834E-004
  7.17113E+001   2.87913E-006   2.06468E-004
  7.26525E+001   2.65916E-006   1.93196E-004
  7.36061E+001   2.45931E-006   1.81022E-004
  7.45723E+001   2.27627E-006   1.69748E-004
  7.55510E+001   2.10706E-006   1.59192E-004
  7.65427E+001   1.95277E-006   1.49472E-004
  7.75473E+001   1.81152E-006   1.40479E-004
  7.85652E+001   1.68009E-006   1.31997E-004
  7.95964E+001   1.56113E-006   1.24261E-004
  8.06411E+001   1.45027E-006   1.16953E-004
  8.16996E+001   1.34973E-006   1.10274E-004
  8.27719E+001   1.25686E-006   1.04033E-004
  8.38584E+001   1.17197E-006   9.82805E-005
  8.49590E+001   1.09323E-006   9.28802E-005
  8.60742E+001   1.02110E-006   8.78908E-005
  8.72039E+001   9.53630E-007   8.31609E-005
  8.83485E+001   8.92166E-007   7.88221E-005
  8.95081E+001   8.35870E-007   7.48177E-005
  9.06830E+001   7.82883E-007   7.09946E-005
  9.18732E+001   7.34212E-007   6.74549E-005
  9.30791E+001   6.88805E-007   6.41138E-005
  9.43008E+001   6.47656E-007   6.10749E-005
  9.55386E+001   6.07965E-007   5.80845E-005
  9.67925E+001   5.71027E-007   5.52715E-005
  9.80630E+001   5.35993E-007   5.25615E-005
