# Wavelength, tau^sca_Ad/NH, tau^sca_PAH/NH, tau^sca_total/NH
# [Microns] [cm^2/H] [cm^2/H] [cm^2/H]
5.3887e+03 1.8545e-36 1.6457e-42 1.8545e-36
5.4572e+03 1.7632e-36 1.5647e-42 1.7632e-36
5.5265e+03 1.6764e-36 1.4877e-42 1.6764e-36
5.5967e+03 1.5938e-36 1.4144e-42 1.5938e-36
5.6678e+03 1.5156e-36 1.3447e-42 1.5156e-36
5.7398e+03 1.4411e-36 1.2785e-42 1.4411e-36
5.8128e+03 1.3701e-36 1.2156e-42 1.3701e-36
5.8866e+03 1.3026e-36 1.1557e-42 1.3026e-36
5.9614e+03 1.2388e-36 1.0988e-42 1.2388e-36
6.0371e+03 1.1778e-36 1.0447e-42 1.1778e-36
6.1138e+03 1.1198e-36 9.9325e-43 1.1198e-36
6.1915e+03 1.0646e-36 9.4435e-43 1.0646e-36
6.2702e+03 1.0123e-36 8.9785e-43 1.0123e-36
6.3498e+03 9.6261e-37 8.5364e-43 9.6261e-37
6.4305e+03 9.1521e-37 8.1160e-43 9.1521e-37
6.5122e+03 8.7014e-37 7.7163e-43 8.7014e-37
6.5949e+03 8.2729e-37 7.3363e-43 8.2729e-37
6.6787e+03 7.8674e-37 6.9752e-43 7.8674e-37
6.7635e+03 7.4800e-37 6.6316e-43 7.4800e-37
6.8495e+03 7.1117e-37 6.3051e-43 7.1117e-37
6.9365e+03 6.7615e-37 5.9946e-43 6.7615e-37
7.0246e+03 6.4290e-37 5.6994e-43 6.4290e-37
7.1138e+03 6.1135e-37 5.4188e-43 6.1135e-37
7.2042e+03 5.8124e-37 5.1519e-43 5.8124e-37
7.2957e+03 5.5262e-37 4.8982e-43 5.5262e-37
7.3884e+03 5.2541e-37 4.6570e-43 5.2541e-37
7.4823e+03 4.9963e-37 4.4277e-43 4.9964e-37
7.5774e+03 4.7505e-37 4.2097e-43 4.7505e-37
7.6736e+03 4.5165e-37 4.0023e-43 4.5166e-37
7.7711e+03 4.2942e-37 3.8053e-43 4.2942e-37
7.8698e+03 4.0827e-37 3.6179e-43 4.0827e-37
7.9698e+03 3.8819e-37 3.4398e-43 3.8820e-37
8.0711e+03 3.6914e-37 3.2704e-43 3.6914e-37
8.1736e+03 3.5096e-37 3.1093e-43 3.5096e-37
8.2774e+03 3.3368e-37 2.9562e-43 3.3368e-37
8.3826e+03 3.1725e-37 2.8106e-43 3.1725e-37
8.4891e+03 3.0169e-37 2.6722e-43 3.0169e-37
8.5969e+03 2.8684e-37 2.5406e-43 2.8685e-37
8.7061e+03 2.7272e-37 2.4155e-43 2.7272e-37
8.8168e+03 2.5929e-37 2.2966e-43 2.5929e-37
8.9288e+03 2.4652e-37 2.1835e-43 2.4652e-37
9.0422e+03 2.3440e-37 2.0760e-43 2.3440e-37
9.1571e+03 2.2290e-37 1.9738e-43 2.2290e-37
9.2734e+03 2.1192e-37 1.8766e-43 2.1192e-37
9.3912e+03 2.0148e-37 1.7842e-43 2.0148e-37
9.5105e+03 1.9156e-37 1.6963e-43 1.9156e-37
9.6313e+03 1.8213e-37 1.6128e-43 1.8213e-37
9.7537e+03 1.7320e-37 1.5334e-43 1.7320e-37
9.8776e+03 1.6467e-37 1.4578e-43 1.6467e-37
1.0003e+04 1.5657e-37 1.3861e-43 1.5657e-37
1.0130e+04 1.4886e-37 1.3178e-43 1.4886e-37
1.0259e+04 1.4152e-37 1.2529e-43 1.4152e-37
1.0389e+04 1.3457e-37 1.1912e-43 1.3457e-37
1.0521e+04 1.2796e-37 1.1326e-43 1.2796e-37
1.0655e+04 1.2166e-37 1.0768e-43 1.2166e-37
1.0790e+04 1.1567e-37 1.0238e-43 1.1567e-37
1.0927e+04 1.0997e-37 9.7335e-44 1.0997e-37
1.1066e+04 1.0456e-37 9.2541e-44 1.0456e-37
1.1207e+04 9.9432e-38 8.7986e-44 9.9432e-38
1.1349e+04 9.4537e-38 8.3651e-44 9.4537e-38
1.1493e+04 8.9883e-38 7.9533e-44 8.9883e-38
1.1639e+04 8.5456e-38 7.5616e-44 8.5456e-38
1.1787e+04 8.1248e-38 7.1893e-44 8.1248e-38
1.1937e+04 7.7254e-38 6.8353e-44 7.7254e-38
1.2089e+04 7.3461e-38 6.4987e-44 7.3461e-38
1.2242e+04 6.9844e-38 6.1787e-44 6.9844e-38
1.2398e+04 6.6404e-38 5.8744e-44 6.6404e-38
1.2555e+04 6.3135e-38 5.5852e-44 6.3135e-38
1.2715e+04 6.0026e-38 5.3101e-44 6.0026e-38
1.2876e+04 5.7083e-38 5.0486e-44 5.7083e-38
1.3040e+04 5.4273e-38 4.8000e-44 5.4273e-38
1.3205e+04 5.1600e-38 4.5637e-44 5.1600e-38
1.3373e+04 4.9059e-38 4.3389e-44 4.9059e-38
1.3543e+04 4.6643e-38 4.1253e-44 4.6643e-38
1.3715e+04 4.4347e-38 3.9221e-44 4.4347e-38
1.3889e+04 4.2168e-38 3.7290e-44 4.2168e-38
1.4066e+04 4.0096e-38 3.5454e-44 4.0096e-38
1.4245e+04 3.8122e-38 3.3708e-44 3.8122e-38
1.4425e+04 3.6245e-38 3.2048e-44 3.6245e-38
1.4609e+04 3.4460e-38 3.0470e-44 3.4460e-38
1.4794e+04 3.2763e-38 2.8970e-44 3.2763e-38
1.4982e+04 3.1157e-38 2.7543e-44 3.1157e-38
1.5173e+04 2.9623e-38 2.6187e-44 2.9623e-38
1.5365e+04 2.8164e-38 2.4897e-44 2.8164e-38
1.5561e+04 2.6777e-38 2.3671e-44 2.6777e-38
1.5758e+04 2.5459e-38 2.2506e-44 2.5459e-38
1.5958e+04 2.4205e-38 2.1397e-44 2.4205e-38
1.6161e+04 2.3017e-38 2.0344e-44 2.3017e-38
1.6367e+04 2.1885e-38 1.9342e-44 2.1885e-38
1.6574e+04 2.0808e-38 1.8389e-44 2.0808e-38
1.6785e+04 1.9783e-38 1.7484e-44 1.9783e-38
1.6998e+04 1.8809e-38 1.6623e-44 1.8809e-38
1.7214e+04 1.7883e-38 1.5804e-44 1.7883e-38
1.7433e+04 1.7003e-38 1.5026e-44 1.7003e-38
1.7654e+04 1.6169e-38 1.4286e-44 1.6169e-38
1.7879e+04 1.5372e-38 1.3583e-44 1.5372e-38
1.8106e+04 1.4615e-38 1.2914e-44 1.4616e-38
1.8336e+04 1.3896e-38 1.2278e-44 1.3896e-38
1.8569e+04 1.3212e-38 1.1673e-44 1.3212e-38
1.8805e+04 1.2564e-38 1.1099e-44 1.2564e-38
1.9044e+04 1.1946e-38 1.0552e-44 1.1946e-38
1.9285e+04 1.1357e-38 1.0032e-44 1.1357e-38
1.9530e+04 1.0798e-38 9.5383e-45 1.0798e-38
1.9779e+04 1.0266e-38 9.0687e-45 1.0266e-38
2.0030e+04 9.7614e-39 8.6220e-45 9.7614e-39
2.0284e+04 9.2823e-39 8.1974e-45 9.2823e-39
2.0542e+04 8.8252e-39 7.7938e-45 8.8252e-39
2.0803e+04 8.3906e-39 7.4100e-45 8.3906e-39
2.1067e+04 7.9774e-39 7.0452e-45 7.9774e-39
2.1335e+04 7.5845e-39 6.6982e-45 7.5845e-39
2.1606e+04 7.2127e-39 6.3683e-45 7.2127e-39
2.1880e+04 6.8577e-39 6.0548e-45 6.8577e-39
2.2158e+04 6.5200e-39 5.7566e-45 6.5200e-39
2.2440e+04 6.1989e-39 5.4731e-45 6.1989e-39
2.2725e+04 5.8941e-39 5.2036e-45 5.8941e-39
2.3014e+04 5.6049e-39 4.9474e-45 5.6049e-39
2.3306e+04 5.3288e-39 4.7038e-45 5.3288e-39
2.3602e+04 5.0664e-39 4.4722e-45 5.0664e-39
2.3902e+04 4.8170e-39 4.2519e-45 4.8170e-39
2.4206e+04 4.5806e-39 4.0425e-45 4.5806e-39
2.4513e+04 4.3553e-39 3.8435e-45 4.3553e-39
2.4825e+04 4.1408e-39 3.6542e-45 4.1408e-39
2.5140e+04 3.9369e-39 3.4743e-45 3.9369e-39
2.5459e+04 3.7432e-39 3.3032e-45 3.7432e-39
2.5783e+04 3.5596e-39 3.1405e-45 3.5596e-39
2.6110e+04 3.3843e-39 2.9859e-45 3.3843e-39
2.6442e+04 3.2181e-39 2.8388e-45 3.2181e-39
2.6778e+04 3.0600e-39 2.6990e-45 3.0600e-39
2.7118e+04 2.9093e-39 2.5661e-45 2.9093e-39
2.7463e+04 2.7665e-39 2.4398e-45 2.7665e-39
2.7812e+04 2.6305e-39 2.3196e-45 2.6305e-39
2.8165e+04 2.5010e-39 2.2054e-45 2.5010e-39
2.8523e+04 2.3784e-39 2.0968e-45 2.3784e-39
2.8885e+04 2.2613e-39 1.9936e-45 2.2613e-39
2.9252e+04 2.1506e-39 1.8954e-45 2.1506e-39
2.9624e+04 2.0450e-39 1.8021e-45 2.0450e-39
3.0000e+04 1.9448e-39 1.7133e-45 1.9448e-39
