# DH21 astrodust enthalpy table
# Stage 1 (silicate-only, literal DL01 prefactor, rho=3.5)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  8.66647985E+00   1.5850E-02   3.85505151E-12
  8.66647985E+00   1.6790E-02   4.58241690E-12
  8.66647985E+00   1.7780E-02   5.44174119E-12
  8.66647985E+00   1.8840E-02   6.47418934E-12
  8.66647985E+00   1.9950E-02   7.68725831E-12
  8.66647985E+00   2.1140E-02   9.14655996E-12
  8.66647985E+00   2.2390E-02   1.08668875E-11
  8.66647985E+00   2.3710E-02   1.29043934E-11
  8.66647985E+00   2.5120E-02   1.53462361E-11
  8.66647985E+00   2.6610E-02   1.82422173E-11
  8.66647985E+00   2.8180E-02   2.16653641E-11
  8.66647985E+00   2.9850E-02   2.57499301E-11
  8.66647985E+00   3.1620E-02   3.06075568E-11
  8.66647985E+00   3.3500E-02   3.63979986E-11
  8.66647985E+00   3.5480E-02   4.32408208E-11
  8.66647985E+00   3.7580E-02   5.13822874E-11
  8.66647985E+00   3.9810E-02   6.10829002E-11
  8.66647985E+00   4.2170E-02   7.26028931E-11
  8.66647985E+00   4.4670E-02   8.62960640E-11
  8.66647985E+00   4.7320E-02   1.02583460E-10
  8.66647985E+00   5.0120E-02   1.21892316E-10
  8.66647985E+00   5.3090E-02   1.44870954E-10
  8.66647985E+00   5.6230E-02   1.72126365E-10
  8.66647985E+00   5.9570E-02   2.04656692E-10
  8.66647985E+00   6.3100E-02   2.43237892E-10
  8.66647985E+00   6.6830E-02   2.88973181E-10
  8.66647985E+00   7.0790E-02   3.43446341E-10
  8.66647985E+00   7.4990E-02   4.08275406E-10
  8.66647985E+00   7.9430E-02   4.85173249E-10
  8.66647985E+00   8.4140E-02   5.76700972E-10
  8.66647985E+00   8.9120E-02   6.85281006E-10
  8.66647985E+00   9.4410E-02   8.14698946E-10
  8.66647985E+00   1.0000E-01   9.68151143E-10
  8.66647985E+00   1.0590E-01   1.14982314E-09
  8.66647985E+00   1.1220E-01   1.36748236E-09
  8.66647985E+00   1.1890E-01   1.62737907E-09
  8.66647985E+00   1.2590E-01   1.93205887E-09
  8.66647985E+00   1.3330E-01   2.29315606E-09
  8.66647985E+00   1.4120E-01   2.72550670E-09
  8.66647985E+00   1.4960E-01   3.24143969E-09
  8.66647985E+00   1.5850E-01   3.85505842E-09
  8.66647985E+00   1.6790E-01   4.58242381E-09
  8.66647985E+00   1.7780E-01   5.44174811E-09
  8.66647985E+00   1.8840E-01   6.47419626E-09
  8.66647985E+00   1.9950E-01   7.68726522E-09
  8.66647985E+00   2.1130E-01   9.13359302E-09
  8.66647985E+00   2.2390E-01   1.08668944E-08
  8.66647985E+00   2.3710E-01   1.29044003E-08
  8.66647985E+00   2.5120E-01   1.53462430E-08
  8.66647985E+00   2.6610E-01   1.82422242E-08
  8.66647985E+00   2.8180E-01   2.16653711E-08
  8.66647985E+00   2.9850E-01   2.57499371E-08
  8.66647985E+00   3.1620E-01   3.06075637E-08
  8.66647985E+00   3.3500E-01   3.63980055E-08
  8.66647985E+00   3.5480E-01   4.32408277E-08
  8.66647985E+00   3.7580E-01   5.13822943E-08
  8.66647985E+00   3.9810E-01   6.10829071E-08
  8.66647985E+00   4.2170E-01   7.26029000E-08
  8.66647985E+00   4.4670E-01   8.62960710E-08
  8.66647985E+00   4.7320E-01   1.02583467E-07
  8.66647985E+00   5.0120E-01   1.21892323E-07
  8.66647985E+00   5.3090E-01   1.44870961E-07
  8.66647985E+00   5.6230E-01   1.72126372E-07
  8.66647985E+00   5.9570E-01   2.04656699E-07
  8.66647985E+00   6.3100E-01   2.43237899E-07
  8.66647985E+00   6.6830E-01   2.88973188E-07
  8.66647985E+00   7.0790E-01   3.43446348E-07
  8.66647985E+00   7.4990E-01   4.08275412E-07
  8.66647985E+00   7.9430E-01   4.85173256E-07
  8.66647985E+00   8.4140E-01   5.76700979E-07
  8.66647985E+00   8.9130E-01   6.85511721E-07
  8.66647985E+00   9.4410E-01   8.14698953E-07
  8.66647985E+00   1.0000E+00   9.68151149E-07
  8.66647985E+00   1.0590E+00   1.14982314E-06
  8.66647985E+00   1.1220E+00   1.36748237E-06
  8.66647985E+00   1.1890E+00   1.62737908E-06
  8.66647985E+00   1.2590E+00   1.93205887E-06
  8.66647985E+00   1.3340E+00   2.29832084E-06
  8.66647985E+00   1.4130E+00   2.73130155E-06
  8.66647985E+00   1.4960E+00   3.24143969E-06
  8.66647985E+00   1.5850E+00   3.85505843E-06
  8.66647985E+00   1.6790E+00   4.58242382E-06
  8.66647985E+00   1.7780E+00   5.44174811E-06
  8.66647985E+00   1.8840E+00   6.47419626E-06
  8.66647985E+00   1.9950E+00   7.68726523E-06
  8.66647985E+00   2.1140E+00   9.14656688E-06
  8.66647985E+00   2.2390E+00   1.08668944E-05
  8.66647985E+00   2.3710E+00   1.29044003E-05
  8.66647985E+00   2.5120E+00   1.53462430E-05
  8.66647985E+00   2.6610E+00   1.82422242E-05
  8.66647985E+00   2.8180E+00   2.16653711E-05
  8.66647985E+00   2.9850E+00   2.57499371E-05
  8.66647985E+00   3.1620E+00   3.06075637E-05
  8.66647985E+00   3.3500E+00   3.63980055E-05
  8.66647985E+00   3.5480E+00   4.32408277E-05
  8.66647985E+00   3.7580E+00   5.13822944E-05
  8.66647985E+00   3.9810E+00   6.10829071E-05
  8.66647985E+00   4.2170E+00   7.26029000E-05
  8.66647985E+00   4.4670E+00   8.62960710E-05
  8.66647985E+00   4.7320E+00   1.02583467E-04
  8.66647985E+00   5.0120E+00   1.21892323E-04
  8.99872049E+00   3.1620E-04   2.65158188E-17
  8.99872049E+00   3.3500E-04   3.29983919E-17
  8.99872049E+00   3.5480E-04   4.06591363E-17
  8.99872049E+00   3.7580E-04   4.97737521E-17
  8.99872049E+00   3.9810E-04   6.06338786E-17
  8.99872049E+00   4.2170E-04   7.35308558E-17
  8.99872049E+00   4.4670E-04   8.88607708E-17
  8.99872049E+00   4.7310E-04   1.07022204E-16
  8.99872049E+00   5.0120E-04   1.28711841E-16
  8.99872049E+00   5.3090E-04   1.54437115E-16
  8.99872049E+00   5.6230E-04   1.84950364E-16
  8.99872049E+00   5.9570E-04   2.21369040E-16
  8.99872049E+00   6.3100E-04   2.64561848E-16
  8.99872049E+00   6.6830E-04   3.15763874E-16
  8.99872049E+00   7.0790E-04   3.76748208E-16
  8.99872049E+00   7.4990E-04   4.49326288E-16
  8.99872049E+00   7.9430E-04   5.35415727E-16
  8.99872049E+00   8.4140E-04   6.37883755E-16
  8.99872049E+00   8.9120E-04   7.59442355E-16
  8.99872049E+00   9.4410E-04   9.04329616E-16
  8.99872049E+00   1.0000E-03   1.07612395E-15
  8.99872049E+00   1.0590E-03   1.27951118E-15
  8.99872049E+00   1.1220E-03   1.52318721E-15
  8.99872049E+00   1.1880E-03   1.80955634E-15
  8.99872049E+00   1.2590E-03   2.15524751E-15
  8.99872049E+00   1.3340E-03   2.56528875E-15
  8.99872049E+00   1.4130E-03   3.05002363E-15
  8.99872049E+00   1.4960E-03   3.62113856E-15
  8.99872049E+00   1.5850E-03   4.30810312E-15
  8.99872049E+00   1.6790E-03   5.12241046E-15
  8.99872049E+00   1.7780E-03   6.08444975E-15
  8.99872049E+00   1.8840E-03   7.24030638E-15
  8.99872049E+00   1.9950E-03   8.59837342E-15
  8.99872049E+00   2.1130E-03   1.02175807E-14
  8.99872049E+00   2.2390E-03   1.21580635E-14
  8.99872049E+00   2.3710E-03   1.44391124E-14
  8.99872049E+00   2.5120E-03   1.71728284E-14
  8.99872049E+00   2.6610E-03   2.04149662E-14
  8.99872049E+00   2.8180E-03   2.42472816E-14
  8.99872049E+00   2.9850E-03   2.88200756E-14
  8.99872049E+00   3.1620E-03   3.42583341E-14
  8.99872049E+00   3.3500E-03   4.07409072E-14
  8.99872049E+00   3.5480E-03   4.84016516E-14
  8.99872049E+00   3.7580E-03   5.75162674E-14
  8.99872049E+00   3.9810E-03   6.83763939E-14
  8.99872049E+00   4.2170E-03   8.12733711E-14
  8.99872049E+00   4.4670E-03   9.66032861E-14
  8.99872049E+00   4.7320E-03   1.14837514E-13
  8.99872049E+00   5.0120E-03   1.36454356E-13
  8.99872049E+00   5.3090E-03   1.62179630E-13
  8.99872049E+00   5.6230E-03   1.92692879E-13
  8.99872049E+00   5.9570E-03   2.29111555E-13
  8.99872049E+00   6.3100E-03   2.72304363E-13
  8.99872049E+00   6.6830E-03   3.23506389E-13
  8.99872049E+00   7.0790E-03   3.84490724E-13
  8.99872049E+00   7.4990E-03   4.57068803E-13
  8.99872049E+00   7.9430E-03   5.43158242E-13
  8.99872049E+00   8.4140E-03   6.45626270E-13
  8.99872049E+00   8.9120E-03   7.67184870E-13
  8.99872049E+00   9.4410E-03   9.12072131E-13
  8.99872049E+00   1.0000E-02   1.08386646E-12
  8.99872049E+00   1.0590E-02   1.28725370E-12
  8.99872049E+00   1.1220E-02   1.53092973E-12
  8.99872049E+00   1.1890E-02   1.82189188E-12
  8.99872049E+00   1.2590E-02   2.16299003E-12
  8.99872049E+00   1.3330E-02   2.56724916E-12
  8.99872049E+00   1.4120E-02   3.05127865E-12
  8.99872049E+00   1.4960E-02   3.62888108E-12
  8.99872049E+00   1.5850E-02   4.31584564E-12
  8.99872049E+00   1.6790E-02   5.13015298E-12
  8.99872049E+00   1.7780E-02   6.09219226E-12
  8.99872049E+00   1.8840E-02   7.24804889E-12
  8.99872049E+00   1.9950E-02   8.60611594E-12
  8.99872049E+00   2.1140E-02   1.02398478E-11
  8.99872049E+00   2.2390E-02   1.21658060E-11
  8.99872049E+00   2.3710E-02   1.44468549E-11
  8.99872049E+00   2.5120E-02   1.71805710E-11
  8.99872049E+00   2.6610E-02   2.04227087E-11
  8.99872049E+00   2.8180E-02   2.42550241E-11
  8.99872049E+00   2.9850E-02   2.88278181E-11
  8.99872049E+00   3.1620E-02   3.42660766E-11
  8.99872049E+00   3.3500E-02   4.07486497E-11
  8.99872049E+00   3.5480E-02   4.84093941E-11
  8.99872049E+00   3.7580E-02   5.75240099E-11
  8.99872049E+00   3.9810E-02   6.83841364E-11
  8.99872049E+00   4.2170E-02   8.12811136E-11
  8.99872049E+00   4.4670E-02   9.66110286E-11
  8.99872049E+00   4.7320E-02   1.14845256E-10
  8.99872049E+00   5.0120E-02   1.36462099E-10
  8.99872049E+00   5.3090E-02   1.62187373E-10
  8.99872049E+00   5.6230E-02   1.92700622E-10
  8.99872049E+00   5.9570E-02   2.29119297E-10
  8.99872049E+00   6.3100E-02   2.72312106E-10
  8.99872049E+00   6.6830E-02   3.23514132E-10
  8.99872049E+00   7.0790E-02   3.84498466E-10
  8.99872049E+00   7.4990E-02   4.57076546E-10
  8.99872049E+00   7.9430E-02   5.43165985E-10
  8.99872049E+00   8.4140E-02   6.45634012E-10
  8.99872049E+00   8.9120E-02   7.67192613E-10
  8.99872049E+00   9.4410E-02   9.12079874E-10
  8.99872049E+00   1.0000E-01   1.08387420E-09
  8.99872049E+00   1.0590E-01   1.28726144E-09
  8.99872049E+00   1.1220E-01   1.53093747E-09
  8.99872049E+00   1.1890E-01   1.82189962E-09
  8.99872049E+00   1.2590E-01   2.16299777E-09
  8.99872049E+00   1.3330E-01   2.56725690E-09
  8.99872049E+00   1.4120E-01   3.05128639E-09
  8.99872049E+00   1.4960E-01   3.62888882E-09
  8.99872049E+00   1.5850E-01   4.31585338E-09
  8.99872049E+00   1.6790E-01   5.13016072E-09
  8.99872049E+00   1.7780E-01   6.09220001E-09
  8.99872049E+00   1.8840E-01   7.24805664E-09
  8.99872049E+00   1.9950E-01   8.60612368E-09
  8.99872049E+00   2.1130E-01   1.02253310E-08
  8.99872049E+00   2.2390E-01   1.21658138E-08
  8.99872049E+00   2.3710E-01   1.44468627E-08
  8.99872049E+00   2.5120E-01   1.71805787E-08
  8.99872049E+00   2.6610E-01   2.04227164E-08
  8.99872049E+00   2.8180E-01   2.42550319E-08
  8.99872049E+00   2.9850E-01   2.88278258E-08
  8.99872049E+00   3.1620E-01   3.42660844E-08
  8.99872049E+00   3.3500E-01   4.07486574E-08
  8.99872049E+00   3.5480E-01   4.84094019E-08
  8.99872049E+00   3.7580E-01   5.75240176E-08
  8.99872049E+00   3.9810E-01   6.83841442E-08
  8.99872049E+00   4.2170E-01   8.12811213E-08
  8.99872049E+00   4.4670E-01   9.66110363E-08
  8.99872049E+00   4.7320E-01   1.14845264E-07
  8.99872049E+00   5.0120E-01   1.36462106E-07
  8.99872049E+00   5.3090E-01   1.62187380E-07
  8.99872049E+00   5.6230E-01   1.92700630E-07
  8.99872049E+00   5.9570E-01   2.29119305E-07
  8.99872049E+00   6.3100E-01   2.72312114E-07
  8.99872049E+00   6.6830E-01   3.23514140E-07
  8.99872049E+00   7.0790E-01   3.84498474E-07
  8.99872049E+00   7.4990E-01   4.57076554E-07
  8.99872049E+00   7.9430E-01   5.43165992E-07
  8.99872049E+00   8.4140E-01   6.45634020E-07
  8.99872049E+00   8.9130E-01   7.67450906E-07
  8.99872049E+00   9.4410E-01   9.12079882E-07
  8.99872049E+00   1.0000E+00   1.08387421E-06
  8.99872049E+00   1.0590E+00   1.28726145E-06
  8.99872049E+00   1.1220E+00   1.53093748E-06
  8.99872049E+00   1.1890E+00   1.82189963E-06
  8.99872049E+00   1.2590E+00   2.16299778E-06
  8.99872049E+00   1.3340E+00   2.57303902E-06
  8.99872049E+00   1.4130E+00   3.05777390E-06
  8.99872049E+00   1.4960E+00   3.62888883E-06
  8.99872049E+00   1.5850E+00   4.31585339E-06
  8.99872049E+00   1.6790E+00   5.13016073E-06
  8.99872049E+00   1.7780E+00   6.09220001E-06
  8.99872049E+00   1.8840E+00   7.24805664E-06
  8.99872049E+00   1.9950E+00   8.60612369E-06
  8.99872049E+00   2.1140E+00   1.02398556E-05
  8.99872049E+00   2.2390E+00   1.21658138E-05
  8.99872049E+00   2.3710E+00   1.44468627E-05
  8.99872049E+00   2.5120E+00   1.71805787E-05
  8.99872049E+00   2.6610E+00   2.04227164E-05
  8.99872049E+00   2.8180E+00   2.42550319E-05
  8.99872049E+00   2.9850E+00   2.88278258E-05
  8.99872049E+00   3.1620E+00   3.42660844E-05
  8.99872049E+00   3.3500E+00   4.07486574E-05
  8.99872049E+00   3.5480E+00   4.84094019E-05
  8.99872049E+00   3.7580E+00   5.75240176E-05
  8.99872049E+00   3.9810E+00   6.83841442E-05
  8.99872049E+00   4.2170E+00   8.12811213E-05
  8.99872049E+00   4.4670E+00   9.66110363E-05
  8.99872049E+00   4.7320E+00   1.14845264E-04
  8.99872049E+00   5.0120E+00   1.36462106E-04
  9.34369802E+00   3.1620E-04   2.96853100E-17
  9.34369802E+00   3.3500E-04   3.69427586E-17
  9.34369802E+00   3.5480E-04   4.55192078E-17
  9.34369802E+00   3.7580E-04   5.57233126E-17
  9.34369802E+00   3.9810E-04   6.78815727E-17
  9.34369802E+00   4.2170E-04   8.23201525E-17
  9.34369802E+00   4.4670E-04   9.94824843E-17
  9.34369802E+00   4.7310E-04   1.19814792E-16
  9.34369802E+00   5.0120E-04   1.44097036E-16
  9.34369802E+00   5.3090E-04   1.72897306E-16
  9.34369802E+00   5.6230E-04   2.07057867E-16
  9.34369802E+00   5.9570E-04   2.47829743E-16
  9.34369802E+00   6.3100E-04   2.96185478E-16
  9.34369802E+00   6.6830E-04   3.53507789E-16
  9.34369802E+00   7.0790E-04   4.21781708E-16
  9.34369802E+00   7.4990E-04   5.03035197E-16
  9.34369802E+00   7.9430E-04   5.99415087E-16
  9.34369802E+00   8.4140E-04   7.14131332E-16
  9.34369802E+00   8.9120E-04   8.50220085E-16
  9.34369802E+00   9.4410E-04   1.01242602E-15
  9.34369802E+00   1.0000E-03   1.20475529E-15
  9.34369802E+00   1.0590E-03   1.43245383E-15
  9.34369802E+00   1.1220E-03   1.70525696E-15
  9.34369802E+00   1.1880E-03   2.02585639E-15
  9.34369802E+00   1.2590E-03   2.41286875E-15
  9.34369802E+00   1.3340E-03   2.87192307E-15
  9.34369802E+00   1.4130E-03   3.41459932E-15
  9.34369802E+00   1.4960E-03   4.05398082E-15
  9.34369802E+00   1.5850E-03   4.82305968E-15
  9.34369802E+00   1.6790E-03   5.73470288E-15
  9.34369802E+00   1.7780E-03   6.81173673E-15
  9.34369802E+00   1.8840E-03   8.10575532E-15
  9.34369802E+00   1.9950E-03   9.62615495E-15
  9.34369802E+00   2.1130E-03   1.14389095E-14
  9.34369802E+00   2.2390E-03   1.36113422E-14
  9.34369802E+00   2.3710E-03   1.61650497E-14
  9.34369802E+00   2.5120E-03   1.92255325E-14
  9.34369802E+00   2.6610E-03   2.28552097E-14
  9.34369802E+00   2.8180E-03   2.71456098E-14
  9.34369802E+00   2.9850E-03   3.22649994E-14
  9.34369802E+00   3.1620E-03   3.83533043E-14
  9.34369802E+00   3.3500E-03   4.56107529E-14
  9.34369802E+00   3.5480E-03   5.41872021E-14
  9.34369802E+00   3.7580E-03   6.43913069E-14
  9.34369802E+00   3.9810E-03   7.65495670E-14
  9.34369802E+00   4.2170E-03   9.09881468E-14
  9.34369802E+00   4.4670E-03   1.08150479E-13
  9.34369802E+00   4.7320E-03   1.28564282E-13
  9.34369802E+00   5.0120E-03   1.52765030E-13
  9.34369802E+00   5.3090E-03   1.81565300E-13
  9.34369802E+00   5.6230E-03   2.15725862E-13
  9.34369802E+00   5.9570E-03   2.56497737E-13
  9.34369802E+00   6.3100E-03   3.04853472E-13
  9.34369802E+00   6.6830E-03   3.62175783E-13
  9.34369802E+00   7.0790E-03   4.30449703E-13
  9.34369802E+00   7.4990E-03   5.11703192E-13
  9.34369802E+00   7.9430E-03   6.08083081E-13
  9.34369802E+00   8.4140E-03   7.22799326E-13
  9.34369802E+00   8.9120E-03   8.58888080E-13
  9.34369802E+00   9.4410E-03   1.02109402E-12
  9.34369802E+00   1.0000E-02   1.21342328E-12
  9.34369802E+00   1.0590E-02   1.44112182E-12
  9.34369802E+00   1.1220E-02   1.71392495E-12
  9.34369802E+00   1.1890E-02   2.03966642E-12
  9.34369802E+00   1.2590E-02   2.42153674E-12
  9.34369802E+00   1.3330E-02   2.87411781E-12
  9.34369802E+00   1.4120E-02   3.41600436E-12
  9.34369802E+00   1.4960E-02   4.06264881E-12
  9.34369802E+00   1.5850E-02   4.83172768E-12
  9.34369802E+00   1.6790E-02   5.74337087E-12
  9.34369802E+00   1.7780E-02   6.82040472E-12
  9.34369802E+00   1.8840E-02   8.11442331E-12
  9.34369802E+00   1.9950E-02   9.63482294E-12
  9.34369802E+00   2.1140E-02   1.14638382E-11
  9.34369802E+00   2.2390E-02   1.36200102E-11
  9.34369802E+00   2.3710E-02   1.61737177E-11
  9.34369802E+00   2.5120E-02   1.92342005E-11
  9.34369802E+00   2.6610E-02   2.28638777E-11
  9.34369802E+00   2.8180E-02   2.71542778E-11
  9.34369802E+00   2.9850E-02   3.22736674E-11
  9.34369802E+00   3.1620E-02   3.83619723E-11
  9.34369802E+00   3.3500E-02   4.56194209E-11
  9.34369802E+00   3.5480E-02   5.41958701E-11
  9.34369802E+00   3.7580E-02   6.43999749E-11
  9.34369802E+00   3.9810E-02   7.65582350E-11
  9.34369802E+00   4.2170E-02   9.09968148E-11
  9.34369802E+00   4.4670E-02   1.08159147E-10
  9.34369802E+00   4.7320E-02   1.28572950E-10
  9.34369802E+00   5.0120E-02   1.52773698E-10
  9.34369802E+00   5.3090E-02   1.81573968E-10
  9.34369802E+00   5.6230E-02   2.15734530E-10
  9.34369802E+00   5.9570E-02   2.56506405E-10
  9.34369802E+00   6.3100E-02   3.04862140E-10
  9.34369802E+00   6.6830E-02   3.62184451E-10
  9.34369802E+00   7.0790E-02   4.30458371E-10
  9.34369802E+00   7.4990E-02   5.11711860E-10
  9.34369802E+00   7.9430E-02   6.08091749E-10
  9.34369802E+00   8.4140E-02   7.22807994E-10
  9.34369802E+00   8.9120E-02   8.58896748E-10
  9.34369802E+00   9.4410E-02   1.02110269E-09
  9.34369802E+00   1.0000E-01   1.21343195E-09
  9.34369802E+00   1.0590E-01   1.44113049E-09
  9.34369802E+00   1.1220E-01   1.71393362E-09
  9.34369802E+00   1.1890E-01   2.03967509E-09
  9.34369802E+00   1.2590E-01   2.42154541E-09
  9.34369802E+00   1.3330E-01   2.87412648E-09
  9.34369802E+00   1.4120E-01   3.41601303E-09
  9.34369802E+00   1.4960E-01   4.06265748E-09
  9.34369802E+00   1.5850E-01   4.83173635E-09
  9.34369802E+00   1.6790E-01   5.74337954E-09
  9.34369802E+00   1.7780E-01   6.82041339E-09
  9.34369802E+00   1.8840E-01   8.11443198E-09
  9.34369802E+00   1.9950E-01   9.63483161E-09
  9.34369802E+00   2.1130E-01   1.14475861E-08
  9.34369802E+00   2.2390E-01   1.36200189E-08
  9.34369802E+00   2.3710E-01   1.61737264E-08
  9.34369802E+00   2.5120E-01   1.92342091E-08
  9.34369802E+00   2.6610E-01   2.28638863E-08
  9.34369802E+00   2.8180E-01   2.71542865E-08
  9.34369802E+00   2.9850E-01   3.22736761E-08
  9.34369802E+00   3.1620E-01   3.83619810E-08
  9.34369802E+00   3.3500E-01   4.56194295E-08
  9.34369802E+00   3.5480E-01   5.41958788E-08
  9.34369802E+00   3.7580E-01   6.43999835E-08
  9.34369802E+00   3.9810E-01   7.65582437E-08
  9.34369802E+00   4.2170E-01   9.09968235E-08
  9.34369802E+00   4.4670E-01   1.08159155E-07
  9.34369802E+00   4.7320E-01   1.28572958E-07
  9.34369802E+00   5.0120E-01   1.52773707E-07
  9.34369802E+00   5.3090E-01   1.81573977E-07
  9.34369802E+00   5.6230E-01   2.15734538E-07
  9.34369802E+00   5.9570E-01   2.56506414E-07
  9.34369802E+00   6.3100E-01   3.04862149E-07
  9.34369802E+00   6.6830E-01   3.62184460E-07
  9.34369802E+00   7.0790E-01   4.30458379E-07
  9.34369802E+00   7.4990E-01   5.11711868E-07
  9.34369802E+00   7.9430E-01   6.08091758E-07
  9.34369802E+00   8.4140E-01   7.22808003E-07
  9.34369802E+00   8.9130E-01   8.59185915E-07
  9.34369802E+00   9.4410E-01   1.02110269E-06
  9.34369802E+00   1.0000E+00   1.21343196E-06
  9.34369802E+00   1.0590E+00   1.44113050E-06
  9.34369802E+00   1.1220E+00   1.71393363E-06
  9.34369802E+00   1.1890E+00   2.03967509E-06
  9.34369802E+00   1.2590E+00   2.42154542E-06
  9.34369802E+00   1.3340E+00   2.88059974E-06
  9.34369802E+00   1.4130E+00   3.42327599E-06
  9.34369802E+00   1.4960E+00   4.06265749E-06
  9.34369802E+00   1.5850E+00   4.83173635E-06
  9.34369802E+00   1.6790E+00   5.74337955E-06
  9.34369802E+00   1.7780E+00   6.82041340E-06
  9.34369802E+00   1.8840E+00   8.11443199E-06
  9.34369802E+00   1.9950E+00   9.63483162E-06
  9.34369802E+00   2.1140E+00   1.14638469E-05
  9.34369802E+00   2.2390E+00   1.36200189E-05
  9.34369802E+00   2.3710E+00   1.61737264E-05
  9.34369802E+00   2.5120E+00   1.92342092E-05
  9.34369802E+00   2.6610E+00   2.28638864E-05
  9.34369802E+00   2.8180E+00   2.71542865E-05
  9.34369802E+00   2.9850E+00   3.22736761E-05
  9.34369802E+00   3.1620E+00   3.83619810E-05
  9.34369802E+00   3.3500E+00   4.56194295E-05
  9.34369802E+00   3.5480E+00   5.41958788E-05
  9.34369802E+00   3.7580E+00   6.43999836E-05
  9.34369802E+00   3.9810E+00   7.65582437E-05
  9.34369802E+00   4.2170E+00   9.09968235E-05
  9.34369802E+00   4.4670E+00   1.08159155E-04
  9.34369802E+00   4.7320E+00   1.28572958E-04
  9.34369802E+00   5.0120E+00   1.52773707E-04
  9.70190069E+00   3.1620E-04   3.32337229E-17
  9.70190069E+00   3.3500E-04   4.13586855E-17
  9.70190069E+00   3.5480E-04   5.09603146E-17
  9.70190069E+00   3.7580E-04   6.23841599E-17
  9.70190069E+00   3.9810E-04   7.59957493E-17
  9.70190069E+00   4.2170E-04   9.21602346E-17
  9.70190069E+00   4.4670E-04   1.11374054E-16
  9.70190069E+00   4.7310E-04   1.34136770E-16
  9.70190069E+00   5.0120E-04   1.61321575E-16
  9.70190069E+00   5.3090E-04   1.93564465E-16
  9.70190069E+00   5.6230E-04   2.31808385E-16
  9.70190069E+00   5.9570E-04   2.77453899E-16
  9.70190069E+00   6.3100E-04   3.31589803E-16
  9.70190069E+00   6.6830E-04   3.95764096E-16
  9.70190069E+00   7.0790E-04   4.72199091E-16
  9.70190069E+00   7.4990E-04   5.63165159E-16
  9.70190069E+00   7.9430E-04   6.71065752E-16
  9.70190069E+00   8.4140E-04   7.99494523E-16
  9.70190069E+00   8.9120E-04   9.51850551E-16
  9.70190069E+00   9.4410E-04   1.13344566E-15
  9.70190069E+00   1.0000E-03   1.34876487E-15
  9.70190069E+00   1.0590E-03   1.60368120E-15
  9.70190069E+00   1.1220E-03   1.90909366E-15
  9.70190069E+00   1.1880E-03   2.26801572E-15
  9.70190069E+00   1.2590E-03   2.70128934E-15
  9.70190069E+00   1.3340E-03   3.21521640E-15
  9.70190069E+00   1.4130E-03   3.82276108E-15
  9.70190069E+00   1.4960E-03   4.53857059E-15
  9.70190069E+00   1.5850E-03   5.39958076E-15
  9.70190069E+00   1.6790E-03   6.42019659E-15
  9.70190069E+00   1.7780E-03   7.62597294E-15
  9.70190069E+00   1.8840E-03   9.07467113E-15
  9.70190069E+00   1.9950E-03   1.07768107E-14
  9.70190069E+00   2.1130E-03   1.28062515E-14
  9.70190069E+00   2.2390E-03   1.52383645E-14
  9.70190069E+00   2.3710E-03   1.80973276E-14
  9.70190069E+00   2.5120E-03   2.15236431E-14
  9.70190069E+00   2.6610E-03   2.55871913E-14
  9.70190069E+00   2.8180E-03   3.03904414E-14
  9.70190069E+00   2.9850E-03   3.61217736E-14
  9.70190069E+00   3.1620E-03   4.29378399E-14
  9.70190069E+00   3.3500E-03   5.10628024E-14
  9.70190069E+00   3.5480E-03   6.06644316E-14
  9.70190069E+00   3.7580E-03   7.20882769E-14
  9.70190069E+00   3.9810E-03   8.56998662E-14
  9.70190069E+00   4.2170E-03   1.01864352E-13
  9.70190069E+00   4.4670E-03   1.21078171E-13
  9.70190069E+00   4.7320E-03   1.43932124E-13
  9.70190069E+00   5.0120E-03   1.71025692E-13
  9.70190069E+00   5.3090E-03   2.03268582E-13
  9.70190069E+00   5.6230E-03   2.41512502E-13
  9.70190069E+00   5.9570E-03   2.87158016E-13
  9.70190069E+00   6.3100E-03   3.41293920E-13
  9.70190069E+00   6.6830E-03   4.05468213E-13
  9.70190069E+00   7.0790E-03   4.81903208E-13
  9.70190069E+00   7.4990E-03   5.72869276E-13
  9.70190069E+00   7.9430E-03   6.80769868E-13
  9.70190069E+00   8.4140E-03   8.09198640E-13
  9.70190069E+00   8.9120E-03   9.61554668E-13
  9.70190069E+00   9.4410E-03   1.14314978E-12
  9.70190069E+00   1.0000E-02   1.35846899E-12
  9.70190069E+00   1.0590E-02   1.61338532E-12
  9.70190069E+00   1.1220E-02   1.91879778E-12
  9.70190069E+00   1.1890E-02   2.28347652E-12
  9.70190069E+00   1.2590E-02   2.71099345E-12
  9.70190069E+00   1.3330E-02   3.21767348E-12
  9.70190069E+00   1.4120E-02   3.82433406E-12
  9.70190069E+00   1.4960E-02   4.54827471E-12
  9.70190069E+00   1.5850E-02   5.40928488E-12
  9.70190069E+00   1.6790E-02   6.42990071E-12
  9.70190069E+00   1.7780E-02   7.63567705E-12
  9.70190069E+00   1.8840E-02   9.08437525E-12
  9.70190069E+00   1.9950E-02   1.07865148E-11
  9.70190069E+00   2.1140E-02   1.28341602E-11
  9.70190069E+00   2.2390E-02   1.52480686E-11
  9.70190069E+00   2.3710E-02   1.81070318E-11
