# DH21 astrodust enthalpy table
# Stage 1 (silicate-only, literal DL01 prefactor, rho=3.5)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  1.95217715E+03   9.4410E-04   2.07345446E-10
  1.95217715E+03   1.0000E-03   2.46661428E-10
  1.95217715E+03   1.0590E-03   2.93207603E-10
  1.95217715E+03   1.1220E-03   3.48974065E-10
  1.95217715E+03   1.1880E-03   4.14511057E-10
  1.95217715E+03   1.2590E-03   4.93624190E-10
  1.95217715E+03   1.3340E-03   5.87464155E-10
  1.95217715E+03   1.4130E-03   6.98398128E-10
  1.95217715E+03   1.4960E-03   8.29100603E-10
  1.95217715E+03   1.5850E-03   9.86315838E-10
  1.95217715E+03   1.6790E-03   1.17267410E-09
  1.95217715E+03   1.7780E-03   1.39284154E-09
  1.95217715E+03   1.8840E-03   1.65736505E-09
  1.95217715E+03   1.9950E-03   1.96816540E-09
  1.95217715E+03   2.1130E-03   2.33872900E-09
  1.95217715E+03   2.2390E-03   2.78281807E-09
  1.95217715E+03   2.3710E-03   3.30484740E-09
  1.95217715E+03   2.5120E-03   3.93047182E-09
  1.95217715E+03   2.6610E-03   4.67245106E-09
  1.95217715E+03   2.8180E-03   5.54949539E-09
  1.95217715E+03   2.9850E-03   6.59600190E-09
  1.95217715E+03   3.1620E-03   7.84057425E-09
  1.95217715E+03   3.3500E-03   9.32414313E-09
  1.95217715E+03   3.5480E-03   1.10773424E-08
  1.95217715E+03   3.7580E-03   1.31632672E-08
  1.95217715E+03   3.9810E-03   1.56486609E-08
  1.95217715E+03   4.2170E-03   1.86001978E-08
  1.95217715E+03   4.4670E-03   2.21085247E-08
  1.95217715E+03   4.7320E-03   2.62815179E-08
  1.95217715E+03   5.0120E-03   3.12286390E-08
  1.95217715E+03   5.3090E-03   3.71159952E-08
  1.95217715E+03   5.6230E-03   4.40991031E-08
  1.95217715E+03   5.9570E-03   5.24336970E-08
  1.95217715E+03   6.3100E-03   6.23185847E-08
  1.95217715E+03   6.6830E-03   7.40364214E-08
  1.95217715E+03   7.0790E-03   8.79929878E-08
  1.95217715E+03   7.4990E-03   1.04602840E-07
  1.95217715E+03   7.9430E-03   1.24304834E-07
  1.95217715E+03   8.4140E-03   1.47755148E-07
  1.95217715E+03   8.9120E-03   1.75574435E-07
  1.95217715E+03   9.4410E-03   2.08732601E-07
  1.95217715E+03   1.0000E-02   2.48048582E-07
  1.95217715E+03   1.0590E-02   2.94594757E-07
  1.95217715E+03   1.1220E-02   3.50361220E-07
  1.95217715E+03   1.1890E-02   4.16949347E-07
  1.95217715E+03   1.2590E-02   4.95011345E-07
  1.95217715E+03   1.3330E-02   5.87528045E-07
  1.95217715E+03   1.4120E-02   6.98300587E-07
  1.95217715E+03   1.4960E-02   8.30487758E-07
  1.95217715E+03   1.5850E-02   9.87702993E-07
  1.95217715E+03   1.6790E-02   1.17406125E-06
  1.95217715E+03   1.7780E-02   1.39422870E-06
  1.95217715E+03   1.8840E-02   1.65875220E-06
  1.95217715E+03   1.9950E-02   1.96955256E-06
  1.95217715E+03   2.1140E-02   2.34344018E-06
  1.95217715E+03   2.2390E-02   2.78420523E-06
  1.95217715E+03   2.3710E-02   3.30623455E-06
  1.95217715E+03   2.5120E-02   3.93185897E-06
  1.95217715E+03   2.6610E-02   4.67383821E-06
  1.95217715E+03   2.8180E-02   5.55088255E-06
  1.95217715E+03   2.9850E-02   6.59738905E-06
  1.95217715E+03   3.1620E-02   7.84196140E-06
  1.95217715E+03   3.3500E-02   9.32553029E-06
  1.95217715E+03   3.5480E-02   1.10787295E-05
  1.95217715E+03   3.7580E-02   1.31646544E-05
  1.95217715E+03   3.9810E-02   1.56500480E-05
  1.95217715E+03   4.2170E-02   1.86015850E-05
  1.95217715E+03   4.4670E-02   2.21099118E-05
  1.95217715E+03   4.7320E-02   2.62829050E-05
  1.95217715E+03   5.0120E-02   3.12300262E-05
  1.95217715E+03   5.3090E-02   3.71173823E-05
  1.95217715E+03   5.6230E-02   4.41004902E-05
  1.95217715E+03   5.9570E-02   5.24350841E-05
  1.95217715E+03   6.3100E-02   6.23199719E-05
  1.95217715E+03   6.6830E-02   7.40378086E-05
  1.95217715E+03   7.0790E-02   8.79943749E-05
  1.95217715E+03   7.4990E-02   1.04604227E-04
  1.95217715E+03   7.9430E-02   1.24306221E-04
  1.95217715E+03   8.4140E-02   1.47756535E-04
  1.95217715E+03   8.9120E-02   1.75575822E-04
  1.95217715E+03   9.4410E-02   2.08733988E-04
  1.95217715E+03   1.0000E-01   2.48049970E-04
  1.95217715E+03   1.0590E-01   2.94596145E-04
  1.95217715E+03   1.1220E-01   3.50362607E-04
  1.95217715E+03   1.1890E-01   4.16950734E-04
  1.95217715E+03   1.2590E-01   4.95012732E-04
  1.95217715E+03   1.3330E-01   5.87529433E-04
  1.95217715E+03   1.4120E-01   6.98301974E-04
  1.95217715E+03   1.4960E-01   8.30489145E-04
  1.95217715E+03   1.5850E-01   9.87704380E-04
  1.95217715E+03   1.6790E-01   1.17406264E-03
  1.95217715E+03   1.7780E-01   1.39423009E-03
  1.95217715E+03   1.8840E-01   1.65875359E-03
  1.95217715E+03   1.9950E-01   1.96955394E-03
  1.95217715E+03   2.1130E-01   2.34011754E-03
  1.95217715E+03   2.2390E-01   2.78420662E-03
  1.95217715E+03   2.3710E-01   3.30623594E-03
  1.95217715E+03   2.5120E-01   3.93186036E-03
  1.95217715E+03   2.6610E-01   4.67383960E-03
  1.95217715E+03   2.8180E-01   5.55088394E-03
  1.95217715E+03   2.9850E-01   6.59739044E-03
  1.95217715E+03   3.1620E-01   7.84196279E-03
  1.95217715E+03   3.3500E-01   9.32553167E-03
  1.95217715E+03   3.5480E-01   1.10787309E-02
  1.95217715E+03   3.7580E-01   1.31646558E-02
  1.95217715E+03   3.9810E-01   1.56500494E-02
  1.95217715E+03   4.2170E-01   1.86015864E-02
  1.95217715E+03   4.4670E-01   2.21099132E-02
  1.95217715E+03   4.7320E-01   2.62829064E-02
  1.95217715E+03   5.0120E-01   3.12300276E-02
  1.95217715E+03   5.3090E-01   3.71173837E-02
  1.95217715E+03   5.6230E-01   4.41004916E-02
  1.95217715E+03   5.9570E-01   5.24350855E-02
  1.95217715E+03   6.3100E-01   6.23199732E-02
  1.95217715E+03   6.6830E-01   7.40378100E-02
  1.95217715E+03   7.0790E-01   8.79943763E-02
  1.95217715E+03   7.4990E-01   1.04604229E-01
  1.95217715E+03   7.9430E-01   1.24306222E-01
  1.95217715E+03   8.4140E-01   1.47756537E-01
  1.95217715E+03   8.9130E-01   1.75634933E-01
  1.95217715E+03   9.4410E-01   2.08733989E-01
  1.95217715E+03   1.0000E+00   2.48049971E-01
  1.95217715E+03   1.0590E+00   2.94596146E-01
  1.95217715E+03   1.1220E+00   3.50362609E-01
  1.95217715E+03   1.1890E+00   4.16950736E-01
  1.95217715E+03   1.2590E+00   4.95012734E-01
  1.95217715E+03   1.3340E+00   5.88852698E-01
  1.95217715E+03   1.4130E+00   6.99786671E-01
  1.95217715E+03   1.4960E+00   8.30489146E-01
  1.95217715E+03   1.5850E+00   9.87704381E-01
  1.95217715E+03   1.6790E+00   1.17406264E+00
  1.95217715E+03   1.7780E+00   1.39423009E+00
  1.95217715E+03   1.8840E+00   1.65875359E+00
  1.95217715E+03   1.9950E+00   1.96955395E+00
  1.95217715E+03   2.1140E+00   2.34344157E+00
  1.95217715E+03   2.2390E+00   2.78420662E+00
  1.95217715E+03   2.3710E+00   3.30623594E+00
  1.95217715E+03   2.5120E+00   3.93186036E+00
  1.95217715E+03   2.6610E+00   4.67383960E+00
  1.95217715E+03   2.8180E+00   5.55088394E+00
  1.95217715E+03   2.9850E+00   6.59739044E+00
  1.95217715E+03   3.1620E+00   7.84196279E+00
  1.95217715E+03   3.3500E+00   9.32553168E+00
  1.95217715E+03   3.5480E+00   1.10787309E+01
  1.95217715E+03   3.7580E+00   1.31646558E+01
  1.95217715E+03   3.9810E+00   1.56500494E+01
  1.95217715E+03   4.2170E+00   1.86015864E+01
  1.95217715E+03   4.4670E+00   2.21099132E+01
  1.95217715E+03   4.7320E+00   2.62829064E+01
  1.95217715E+03   5.0120E+00   3.12300276E+01
  2.02701637E+03   3.1620E-04   6.73837278E-12
  2.02701637E+03   3.3500E-04   8.28744922E-12
  2.02701637E+03   3.5480E-04   1.01180616E-11
  2.02701637E+03   3.7580E-04   1.22960913E-11
  2.02701637E+03   3.9810E-04   1.48912284E-11
  2.02701637E+03   4.2170E-04   1.79730917E-11
  2.02701637E+03   4.4670E-04   2.16363300E-11
  2.02701637E+03   4.7310E-04   2.59761883E-11
  2.02701637E+03   5.0120E-04   3.11591465E-11
  2.02701637E+03   5.3090E-04   3.73064611E-11
  2.02701637E+03   5.6230E-04   4.45979108E-11
  2.02701637E+03   5.9570E-04   5.33005218E-11
  2.02701637E+03   6.3100E-04   6.36218805E-11
  2.02701637E+03   6.6830E-04   7.58571228E-11
  2.02701637E+03   7.0790E-04   9.04299466E-11
  2.02701637E+03   7.4990E-04   1.07773213E-10
  2.02701637E+03   7.9430E-04   1.28345156E-10
  2.02701637E+03   8.4140E-04   1.52830928E-10
  2.02701637E+03   8.9120E-04   1.81878586E-10
  2.02701637E+03   9.4410E-04   2.16500863E-10
  2.02701637E+03   1.0000E-03   2.57552857E-10
  2.02701637E+03   1.0590E-03   3.06154296E-10
  2.02701637E+03   1.1220E-03   3.64383148E-10
  2.02701637E+03   1.1880E-03   4.32813950E-10
  2.02701637E+03   1.2590E-03   5.15420355E-10
  2.02701637E+03   1.3340E-03   6.13403858E-10
  2.02701637E+03   1.4130E-03   7.29236163E-10
  2.02701637E+03   1.4960E-03   8.65709856E-10
  2.02701637E+03   1.5850E-03   1.02986699E-09
  2.02701637E+03   1.6790E-03   1.22445397E-09
  2.02701637E+03   1.7780E-03   1.45434299E-09
  2.02701637E+03   1.8840E-03   1.73054663E-09
  2.02701637E+03   1.9950E-03   2.05507050E-09
  2.02701637E+03   2.1130E-03   2.44199647E-09
  2.02701637E+03   2.2390E-03   2.90569446E-09
  2.02701637E+03   2.3710E-03   3.45077419E-09
  2.02701637E+03   2.5120E-03   4.10402330E-09
  2.02701637E+03   2.6610E-03   4.87876491E-09
  2.02701637E+03   2.8180E-03   5.79453548E-09
  2.02701637E+03   2.9850E-03   6.88725087E-09
  2.02701637E+03   3.1620E-03   8.18677779E-09
  2.02701637E+03   3.3500E-03   9.73585422E-09
  2.02701637E+03   3.5480E-03   1.15664666E-08
  2.02701637E+03   3.7580E-03   1.37444963E-08
  2.02701637E+03   3.9810E-03   1.63396335E-08
  2.02701637E+03   4.2170E-03   1.94214967E-08
  2.02701637E+03   4.4670E-03   2.30847350E-08
  2.02701637E+03   4.7320E-03   2.74419883E-08
  2.02701637E+03   5.0120E-03   3.26075515E-08
  2.02701637E+03   5.3090E-03   3.87548661E-08
  2.02701637E+03   5.6230E-03   4.60463158E-08
  2.02701637E+03   5.9570E-03   5.47489268E-08
  2.02701637E+03   6.3100E-03   6.50702855E-08
  2.02701637E+03   6.6830E-03   7.73055278E-08
  2.02701637E+03   7.0790E-03   9.18783517E-08
  2.02701637E+03   7.4990E-03   1.09221618E-07
  2.02701637E+03   7.9430E-03   1.29793561E-07
  2.02701637E+03   8.4140E-03   1.54279333E-07
  2.02701637E+03   8.9120E-03   1.83326991E-07
  2.02701637E+03   9.4410E-03   2.17949268E-07
  2.02701637E+03   1.0000E-02   2.59001262E-07
  2.02701637E+03   1.0590E-02   3.07602701E-07
  2.02701637E+03   1.1220E-02   3.65831553E-07
  2.02701637E+03   1.1890E-02   4.35359904E-07
  2.02701637E+03   1.2590E-02   5.16868760E-07
  2.02701637E+03   1.3330E-02   6.13470570E-07
  2.02701637E+03   1.4120E-02   7.29134315E-07
  2.02701637E+03   1.4960E-02   8.67158261E-07
  2.02701637E+03   1.5850E-02   1.03131539E-06
  2.02701637E+03   1.6790E-02   1.22590237E-06
  2.02701637E+03   1.7780E-02   1.45579140E-06
  2.02701637E+03   1.8840E-02   1.73199504E-06
  2.02701637E+03   1.9950E-02   2.05651890E-06
  2.02701637E+03   2.1140E-02   2.44691567E-06
  2.02701637E+03   2.2390E-02   2.90714287E-06
  2.02701637E+03   2.3710E-02   3.45222260E-06
  2.02701637E+03   2.5120E-02   4.10547170E-06
  2.02701637E+03   2.6610E-02   4.88021332E-06
  2.02701637E+03   2.8180E-02   5.79598388E-06
  2.02701637E+03   2.9850E-02   6.88869928E-06
  2.02701637E+03   3.1620E-02   8.18822619E-06
  2.02701637E+03   3.3500E-02   9.73730263E-06
  2.02701637E+03   3.5480E-02   1.15679150E-05
  2.02701637E+03   3.7580E-02   1.37459447E-05
  2.02701637E+03   3.9810E-02   1.63410819E-05
  2.02701637E+03   4.2170E-02   1.94229451E-05
  2.02701637E+03   4.4670E-02   2.30861834E-05
  2.02701637E+03   4.7320E-02   2.74434367E-05
  2.02701637E+03   5.0120E-02   3.26089999E-05
  2.02701637E+03   5.3090E-02   3.87563145E-05
  2.02701637E+03   5.6230E-02   4.60477642E-05
  2.02701637E+03   5.9570E-02   5.47503753E-05
  2.02701637E+03   6.3100E-02   6.50717339E-05
  2.02701637E+03   6.6830E-02   7.73069762E-05
  2.02701637E+03   7.0790E-02   9.18798001E-05
  2.02701637E+03   7.4990E-02   1.09223067E-04
  2.02701637E+03   7.9430E-02   1.29795009E-04
  2.02701637E+03   8.4140E-02   1.54280782E-04
  2.02701637E+03   8.9120E-02   1.83328439E-04
  2.02701637E+03   9.4410E-02   2.17950717E-04
  2.02701637E+03   1.0000E-01   2.59002710E-04
  2.02701637E+03   1.0590E-01   3.07604149E-04
  2.02701637E+03   1.1220E-01   3.65833002E-04
  2.02701637E+03   1.1890E-01   4.35361353E-04
  2.02701637E+03   1.2590E-01   5.16870208E-04
  2.02701637E+03   1.3330E-01   6.13472018E-04
  2.02701637E+03   1.4120E-01   7.29135764E-04
  2.02701637E+03   1.4960E-01   8.67159709E-04
  2.02701637E+03   1.5850E-01   1.03131684E-03
  2.02701637E+03   1.6790E-01   1.22590382E-03
  2.02701637E+03   1.7780E-01   1.45579285E-03
  2.02701637E+03   1.8840E-01   1.73199649E-03
  2.02701637E+03   1.9950E-01   2.05652035E-03
  2.02701637E+03   2.1130E-01   2.44344632E-03
  2.02701637E+03   2.2390E-01   2.90714432E-03
  2.02701637E+03   2.3710E-01   3.45222404E-03
  2.02701637E+03   2.5120E-01   4.10547315E-03
  2.02701637E+03   2.6610E-01   4.88021477E-03
  2.02701637E+03   2.8180E-01   5.79598533E-03
  2.02701637E+03   2.9850E-01   6.88870073E-03
  2.02701637E+03   3.1620E-01   8.18822764E-03
  2.02701637E+03   3.3500E-01   9.73730408E-03
  2.02701637E+03   3.5480E-01   1.15679165E-02
  2.02701637E+03   3.7580E-01   1.37459462E-02
  2.02701637E+03   3.9810E-01   1.63410833E-02
  2.02701637E+03   4.2170E-01   1.94229465E-02
  2.02701637E+03   4.4670E-01   2.30861848E-02
  2.02701637E+03   4.7320E-01   2.74434381E-02
  2.02701637E+03   5.0120E-01   3.26090013E-02
  2.02701637E+03   5.3090E-01   3.87563159E-02
  2.02701637E+03   5.6230E-01   4.60477656E-02
  2.02701637E+03   5.9570E-01   5.47503767E-02
  2.02701637E+03   6.3100E-01   6.50717354E-02
  2.02701637E+03   6.6830E-01   7.73069777E-02
  2.02701637E+03   7.0790E-01   9.18798015E-02
  2.02701637E+03   7.4990E-01   1.09223068E-01
  2.02701637E+03   7.9430E-01   1.29795011E-01
  2.02701637E+03   8.4140E-01   1.54280783E-01
  2.02701637E+03   8.9130E-01   1.83390161E-01
  2.02701637E+03   9.4410E-01   2.17950718E-01
  2.02701637E+03   1.0000E+00   2.59002712E-01
  2.02701637E+03   1.0590E+00   3.07604151E-01
  2.02701637E+03   1.1220E+00   3.65833003E-01
  2.02701637E+03   1.1890E+00   4.35361354E-01
  2.02701637E+03   1.2590E+00   5.16870209E-01
  2.02701637E+03   1.3340E+00   6.14853713E-01
  2.02701637E+03   1.4130E+00   7.30686018E-01
  2.02701637E+03   1.4960E+00   8.67159711E-01
  2.02701637E+03   1.5850E+00   1.03131684E+00
  2.02701637E+03   1.6790E+00   1.22590382E+00
  2.02701637E+03   1.7780E+00   1.45579285E+00
  2.02701637E+03   1.8840E+00   1.73199649E+00
  2.02701637E+03   1.9950E+00   2.05652035E+00
  2.02701637E+03   2.1140E+00   2.44691712E+00
  2.02701637E+03   2.2390E+00   2.90714432E+00
  2.02701637E+03   2.3710E+00   3.45222405E+00
  2.02701637E+03   2.5120E+00   4.10547315E+00
  2.02701637E+03   2.6610E+00   4.88021477E+00
  2.02701637E+03   2.8180E+00   5.79598533E+00
  2.02701637E+03   2.9850E+00   6.88870073E+00
  2.02701637E+03   3.1620E+00   8.18822764E+00
  2.02701637E+03   3.3500E+00   9.73730408E+00
  2.02701637E+03   3.5480E+00   1.15679165E+01
  2.02701637E+03   3.7580E+00   1.37459462E+01
  2.02701637E+03   3.9810E+00   1.63410833E+01
  2.02701637E+03   4.2170E+00   1.94229465E+01
  2.02701637E+03   4.4670E+00   2.30861849E+01
  2.02701637E+03   4.7320E+00   2.74434381E+01
  2.02701637E+03   5.0120E+00   3.26090013E+01
  2.10472465E+03   3.1620E-04   7.03448557E-12
  2.10472465E+03   3.3500E-04   8.65163502E-12
  2.10472465E+03   3.5480E-04   1.05626923E-11
  2.10472465E+03   3.7580E-04   1.28364339E-11
  2.10472465E+03   3.9810E-04   1.55456124E-11
  2.10472465E+03   4.2170E-04   1.87629058E-11
  2.10472465E+03   4.4670E-04   2.25871225E-11
  2.10472465E+03   4.7310E-04   2.71176926E-11
  2.10472465E+03   5.0120E-04   3.25284120E-11
  2.10472465E+03   5.3090E-04   3.89458658E-11
  2.10472465E+03   5.6230E-04   4.65577329E-11
  2.10472465E+03   5.9570E-04   5.56427737E-11
  2.10472465E+03   6.3100E-04   6.64176969E-11
  2.10472465E+03   6.6830E-04   7.91906078E-11
  2.10472465E+03   7.0790E-04   9.44038236E-11
  2.10472465E+03   7.4990E-04   1.12509227E-10
  2.10472465E+03   7.9430E-04   1.33985189E-10
  2.10472465E+03   8.4140E-04   1.59546970E-10
  2.10472465E+03   8.9120E-04   1.89871105E-10
  2.10472465E+03   9.4410E-04   2.26014833E-10
  2.10472465E+03   1.0000E-03   2.68870826E-10
  2.10472465E+03   1.0590E-03   3.19608019E-10
  2.10472465E+03   1.1220E-03   3.80395695E-10
  2.10472465E+03   1.1880E-03   4.51833638E-10
  2.10472465E+03   1.2590E-03   5.38070120E-10
  2.10472465E+03   1.3340E-03   6.40359436E-10
  2.10472465E+03   1.4130E-03   7.61281905E-10
  2.10472465E+03   1.4960E-03   9.03752833E-10
  2.10472465E+03   1.5850E-03   1.07512373E-09
  2.10472465E+03   1.6790E-03   1.27826169E-09
  2.10472465E+03   1.7780E-03   1.51825302E-09
  2.10472465E+03   1.8840E-03   1.80659422E-09
  2.10472465E+03   1.9950E-03   2.14537904E-09
  2.10472465E+03   2.1130E-03   2.54930819E-09
  2.10472465E+03   2.2390E-03   3.03338305E-09
  2.10472465E+03   2.3710E-03   3.60241590E-09
  2.10472465E+03   2.5120E-03   4.28437156E-09
  2.10472465E+03   2.6610E-03   5.09315862E-09
  2.10472465E+03   2.8180E-03   6.04917204E-09
  2.10472465E+03   2.9850E-03   7.18990600E-09
  2.10472465E+03   3.1620E-03   8.54653966E-09
  2.10472465E+03   3.3500E-03   1.01636891E-08
  2.10472465E+03   3.5480E-03   1.20747464E-08
  2.10472465E+03   3.7580E-03   1.43484880E-08
  2.10472465E+03   3.9810E-03   1.70576665E-08
  2.10472465E+03   4.2170E-03   2.02749599E-08
  2.10472465E+03   4.4670E-03   2.40991765E-08
  2.10472465E+03   4.7320E-03   2.86479061E-08
  2.10472465E+03   5.0120E-03   3.40404661E-08
  2.10472465E+03   5.3090E-03   4.04579199E-08
  2.10472465E+03   5.6230E-03   4.80697870E-08
  2.10472465E+03   5.9570E-03   5.71548278E-08
  2.10472465E+03   6.3100E-03   6.79297510E-08
  2.10472465E+03   6.6830E-03   8.07026619E-08
  2.10472465E+03   7.0790E-03   9.59158776E-08
  2.10472465E+03   7.4990E-03   1.14021281E-07
  2.10472465E+03   7.9430E-03   1.35497243E-07
  2.10472465E+03   8.4140E-03   1.61059024E-07
  2.10472465E+03   8.9120E-03   1.91383160E-07
  2.10472465E+03   9.4410E-03   2.27526887E-07
  2.10472465E+03   1.0000E-02   2.70382880E-07
  2.10472465E+03   1.0590E-02   3.21120073E-07
  2.10472465E+03   1.1220E-02   3.81907749E-07
  2.10472465E+03   1.1890E-02   4.54491472E-07
  2.10472465E+03   1.2590E-02   5.39582174E-07
  2.10472465E+03   1.3330E-02   6.40429079E-07
  2.10472465E+03   1.4120E-02   7.61175582E-07
  2.10472465E+03   1.4960E-02   9.05264887E-07
  2.10472465E+03   1.5850E-02   1.07663578E-06
  2.10472465E+03   1.6790E-02   1.27977374E-06
  2.10472465E+03   1.7780E-02   1.51976507E-06
  2.10472465E+03   1.8840E-02   1.80810627E-06
  2.10472465E+03   1.9950E-02   2.14689110E-06
  2.10472465E+03   2.1140E-02   2.55444357E-06
  2.10472465E+03   2.2390E-02   3.03489511E-06
  2.10472465E+03   2.3710E-02   3.60392796E-06
  2.10472465E+03   2.5120E-02   4.28588361E-06
  2.10472465E+03   2.6610E-02   5.09467067E-06
  2.10472465E+03   2.8180E-02   6.05068409E-06
  2.10472465E+03   2.9850E-02   7.19141806E-06
  2.10472465E+03   3.1620E-02   8.54805172E-06
  2.10472465E+03   3.3500E-02   1.01652012E-05
  2.10472465E+03   3.5480E-02   1.20762585E-05
  2.10472465E+03   3.7580E-02   1.43500001E-05
  2.10472465E+03   3.9810E-02   1.70591786E-05
  2.10472465E+03   4.2170E-02   2.02764720E-05
  2.10472465E+03   4.4670E-02   2.41006886E-05
  2.10472465E+03   4.7320E-02   2.86494181E-05
  2.10472465E+03   5.0120E-02   3.40419782E-05
  2.10472465E+03   5.3090E-02   4.04594319E-05
  2.10472465E+03   5.6230E-02   4.80712990E-05
  2.10472465E+03   5.9570E-02   5.71563399E-05
  2.10472465E+03   6.3100E-02   6.79312630E-05
  2.10472465E+03   6.6830E-02   8.07041739E-05
  2.10472465E+03   7.0790E-02   9.59173897E-05
  2.10472465E+03   7.4990E-02   1.14022793E-04
  2.10472465E+03   7.9430E-02   1.35498755E-04
  2.10472465E+03   8.4140E-02   1.61060536E-04
  2.10472465E+03   8.9120E-02   1.91384672E-04
  2.10472465E+03   9.4410E-02   2.27528399E-04
  2.10472465E+03   1.0000E-01   2.70384392E-04
  2.10472465E+03   1.0590E-01   3.21121586E-04
  2.10472465E+03   1.1220E-01   3.81909261E-04
  2.10472465E+03   1.1890E-01   4.54492984E-04
  2.10472465E+03   1.2590E-01   5.39583686E-04
  2.10472465E+03   1.3330E-01   6.40430591E-04
  2.10472465E+03   1.4120E-01   7.61177094E-04
  2.10472465E+03   1.4960E-01   9.05266399E-04
  2.10472465E+03   1.5850E-01   1.07663730E-03
  2.10472465E+03   1.6790E-01   1.27977526E-03
  2.10472465E+03   1.7780E-01   1.51976658E-03
  2.10472465E+03   1.8840E-01   1.80810779E-03
  2.10472465E+03   1.9950E-01   2.14689261E-03
  2.10472465E+03   2.1130E-01   2.55082175E-03
  2.10472465E+03   2.2390E-01   3.03489662E-03
  2.10472465E+03   2.3710E-01   3.60392947E-03
  2.10472465E+03   2.5120E-01   4.28588512E-03
  2.10472465E+03   2.6610E-01   5.09467219E-03
  2.10472465E+03   2.8180E-01   6.05068560E-03
  2.10472465E+03   2.9850E-01   7.19141957E-03
  2.10472465E+03   3.1620E-01   8.54805323E-03
  2.10472465E+03   3.3500E-01   1.01652027E-02
  2.10472465E+03   3.5480E-01   1.20762600E-02
  2.10472465E+03   3.7580E-01   1.43500016E-02
  2.10472465E+03   3.9810E-01   1.70591801E-02
  2.10472465E+03   4.2170E-01   2.02764735E-02
  2.10472465E+03   4.4670E-01   2.41006901E-02
  2.10472465E+03   4.7320E-01   2.86494197E-02
  2.10472465E+03   5.0120E-01   3.40419797E-02
  2.10472465E+03   5.3090E-01   4.04594335E-02
  2.10472465E+03   5.6230E-01   4.80713005E-02
  2.10472465E+03   5.9570E-01   5.71563414E-02
  2.10472465E+03   6.3100E-01   6.79312645E-02
  2.10472465E+03   6.6830E-01   8.07041754E-02
  2.10472465E+03   7.0790E-01   9.59173912E-02
  2.10472465E+03   7.4990E-01   1.14022795E-01
  2.10472465E+03   7.9430E-01   1.35498756E-01
  2.10472465E+03   8.4140E-01   1.61060538E-01
  2.10472465E+03   8.9130E-01   1.91449105E-01
  2.10472465E+03   9.4410E-01   2.27528401E-01
  2.10472465E+03   1.0000E+00   2.70384394E-01
  2.10472465E+03   1.0590E+00   3.21121587E-01
  2.10472465E+03   1.1220E+00   3.81909263E-01
  2.10472465E+03   1.1890E+00   4.54492986E-01
  2.10472465E+03   1.2590E+00   5.39583687E-01
  2.10472465E+03   1.3340E+00   6.41873003E-01
  2.10472465E+03   1.4130E+00   7.62795473E-01
  2.10472465E+03   1.4960E+00   9.05266401E-01
  2.10472465E+03   1.5850E+00   1.07663730E+00
  2.10472465E+03   1.6790E+00   1.27977526E+00
  2.10472465E+03   1.7780E+00   1.51976658E+00
  2.10472465E+03   1.8840E+00   1.80810779E+00
  2.10472465E+03   1.9950E+00   2.14689261E+00
  2.10472465E+03   2.1140E+00   2.55444508E+00
  2.10472465E+03   2.2390E+00   3.03489662E+00
  2.10472465E+03   2.3710E+00   3.60392947E+00
  2.10472465E+03   2.5120E+00   4.28588512E+00
  2.10472465E+03   2.6610E+00   5.09467219E+00
  2.10472465E+03   2.8180E+00   6.05068561E+00
  2.10472465E+03   2.9850E+00   7.19141957E+00
  2.10472465E+03   3.1620E+00   8.54805323E+00
  2.10472465E+03   3.3500E+00   1.01652027E+01
  2.10472465E+03   3.5480E+00   1.20762600E+01
  2.10472465E+03   3.7580E+00   1.43500016E+01
  2.10472465E+03   3.9810E+00   1.70591801E+01
  2.10472465E+03   4.2170E+00   2.02764735E+01
  2.10472465E+03   4.4670E+00   2.41006901E+01
  2.10472465E+03   4.7320E+00   2.86494197E+01
  2.10472465E+03   5.0120E+00   3.40419797E+01
  2.18541197E+03   3.1620E-04   7.34217763E-12
  2.18541197E+03   3.3500E-04   9.03006203E-12
  2.18541197E+03   3.5480E-04   1.10247100E-11
  2.18541197E+03   3.7580E-04   1.33979062E-11
  2.18541197E+03   3.9810E-04   1.62255856E-11
  2.18541197E+03   4.2170E-04   1.95836051E-11
  2.18541197E+03   4.4670E-04   2.35750949E-11
  2.18541197E+03   4.7310E-04   2.83038346E-11
  2.18541197E+03   5.0120E-04   3.39512217E-11
  2.18541197E+03   5.3090E-04   4.06493782E-11
  2.18541197E+03   5.6230E-04   4.85941923E-11
  2.18541197E+03   5.9570E-04   5.80766175E-11
  2.18541197E+03   6.3100E-04   6.93228414E-11
  2.18541197E+03   6.6830E-04   8.26544461E-11
  2.18541197E+03   7.0790E-04   9.85330958E-11
  2.18541197E+03   7.4990E-04   1.17430439E-10
  2.18541197E+03   7.9430E-04   1.39845770E-10
  2.18541197E+03   8.4140E-04   1.66525637E-10
  2.18541197E+03   8.9120E-04   1.98176166E-10
  2.18541197E+03   9.4410E-04   2.35900839E-10
  2.18541197E+03   1.0000E-03   2.80631376E-10
  2.18541197E+03   1.0590E-03   3.33587840E-10
  2.18541197E+03   1.1220E-03   3.97034400E-10
  2.18541197E+03   1.1880E-03   4.71597076E-10
  2.18541197E+03   1.2590E-03   5.61605586E-10
  2.18541197E+03   1.3340E-03   6.68369090E-10
  2.18541197E+03   1.4130E-03   7.94580771E-10
